"APE code","Barcode"," 4L'","Product Type","Can be Sold","Can be Purchased","COST excl GST","AP DISCOUNT %","MARK UP%","Description","Invoicing Policy","Control Purchase Bills","Vendors/ID","Vendors/Price","Routes/ID","Internal Category/ID","Purchase Unit of Measure/ID","Unit of Measure/ID","Attributes/Attribute/ID","Attributes/Value","SALE TOTAL P/S ex GST/DEL/Other","Length","Width (or OD)","Thickness (or ID)","Wall Thickness","Form","Color Code","Warranty","Customer Lead Time","Manufacturing Lead Time","Income Account","Expense Account","Price Difference Account"
3200228,,"Cast Acrylic Clear (T-000) - 3050x2030x3T ","Acrylic",1,1,125,,,,,,32,125,,,"Sheet","Each",,,240,3050,2030,3,,"Sheet","Clear",,,,,,
3200220,,"Cast Acrylic Clear (T-000) - 2490x1580x4.5T ","Acrylic",1,1,116.1,,,,,,32,116.1,,,"Sheet","Each",,,257,2490,1580,4.5,,"Sheet","Clear",,,,,,
3200224,,"Cast Acrylic Clear (T-000) - 2490x1880x4.5T ","Acrylic",1,1,125.6,,,,,,32,125.6,,,"Sheet","Each",,,296,2490,1880,4.5,,"Sheet","Clear",,,,,,
3200221,,"Cast Acrylic Clear (T-000) - 2490x1580x6T ","Acrylic",1,1,151.3,,,,,,32,151.3,,,"Sheet","Each",,,305,2490,1580,6,,"Sheet","Clear",,,,,,
3200217,,"Cast Acrylic Clear (T-000) - 2440x1220x8T ","Acrylic",1,1,149.3,,,,,,32,149.3,,,"Sheet","Each",,,330,2440,1220,8,,"Sheet","Clear",,,,,,
3200229,,"Cast Acrylic Clear (T-000) - 3050x2030x4.5T ","Acrylic",1,1,185,,,,,,32,185,,,"Sheet","Each",,,380,3050,2030,4.5,,"Sheet","Clear",,,,,,
3200206,,"Cast Acrylic Clear (T-000) - 2440x1220x10T ","Acrylic",1,1,185.5,,,,,,32,185.5,,,"Sheet","Each",,,423.04,2440,1220,10,,"Sheet","Clear",,,,,,
3200230,,"Cast Acrylic Clear (T-000) - 3050x2030x6T ","Acrylic",1,1,246.6,,,,,,32,246.6,,,"Sheet","Each",,,445,3050,2030,6,,"Sheet","Clear",,,,,,
3200225,,"Cast Acrylic Clear (T-000) - 2490x1880x8T ","Acrylic",1,1,226.4,,,,,,32,226.4,,,"Sheet","Each",,,505,2490,1880,8,,"Sheet","Clear",,,,,,
3200231,,"Cast Acrylic Clear (T-000) - 3050x2030x8T ","Acrylic",1,1,309,,,,,,32,309,,,"Sheet","Each",,,505,3050,2030,8,,"Sheet","Clear",,,,,,
3200207,,"Cast Acrylic Clear (T-000) - 2440x1220x12T ","Acrylic",1,1,222,,,,,,32,222,,,"Sheet","Each",,,521.78,2440,1220,12,,"Sheet","Clear",,,,,,
3200218,,"Cast Acrylic Clear (T-000) - 2490x1580x10T ","Acrylic",1,1,272.25,,,,,,32,272.25,,,"Sheet","Each",,,545,2490,1580,10,,"Sheet","Clear",,,,,,
3200222,,"Cast Acrylic Clear (T-000) - 2490x1880x10T ","Acrylic",1,1,278.2,,,,,,32,278.2,,,"Sheet","Each",,,635,2490,1880,10,,"Sheet","Clear",,,,,,
3200208,,"Cast Acrylic Clear (T-000) - 2440x1220x15T ","Acrylic",1,1,265,,,,,,32,265,,,"Sheet","Each",,,652.22,2440,1220,15,,"Sheet","Clear",,,,,,
3200226,,"Cast Acrylic Clear (T-000) - 3050x2030x10T ","Acrylic",1,1,410,,,,,,32,410,,,"Sheet","Each",,,882,3050,2030,10,,"Sheet","Clear",,,,,,
3200209,,"Cast Acrylic Clear (T-000) - 2440x1220x20T ","Acrylic",1,1,384.5,,,,,,32,384.5,,,"Sheet","Each",,,901.46,2440,1220,20,,"Sheet","Clear",,,,,,
3200227,,"Cast Acrylic Clear (T-000) - 3050x2030x12T ","Acrylic",1,1,480,,,,,,32,480,,,"Sheet","Each",,,925,3050,2030,12,,"Sheet","Clear",,,,,,
3200210,,"Cast Acrylic Clear (T-000) - 2440x1220x25T ","Acrylic",1,1,502,,,,,,32,502,,,"Sheet","Each",,,1177.2,2440,1220,25,,"Sheet","Clear",,,,,,
3200212,,"Cast Acrylic Clear (T-000) - 2440x1220x30T ","Acrylic",1,1,701,,,,,,32,701,,,"Sheet","Each",,,1352.18,2440,1220,30,,"Sheet","Clear",,,,,,
3200215,,"Cast Acrylic Clear (T-000) - 2440x1220x50T ","Acrylic",1,1,1311.8,,,,,,32,1311.8,,,"Sheet","Each",,,3075.5,2440,1220,50,,"Sheet","Clear",,,,,,
3200236,,"Cast Acrylic Green Edge (T-00G) - 2440x1220x10T ","Acrylic",1,1,199,,,,,,32,199,,,"Sheet","Each",,,144,2440,1220,10,,"Sheet","Green Edge",,,,,,
3200237,,"Cast Acrylic Green Edge (T-00G) - 2440x1220x3T ","Acrylic",1,1,65,,,,,,32,65,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Green Edge",,,,,,
3200238,,"Cast Acrylic Green Edge (T-00G) - 2440x1220x4.5T ","Acrylic",1,1,85.5,,,,,,32,85.5,,,"Sheet","Each",,,211.2,2440,1220,4.5,,"Sheet","Green Edge",,,,,,
3200239,,"Cast Acrylic Green Edge (T-00G) - 2440x1220x6T ","Acrylic",1,1,110,,,,,,32,110,,,"Sheet","Each",,,282,2440,1220,6,,"Sheet","Green Edge",,,,,,
3200289,,"Cast Acrylic Orange (T-266) - 2440x1220x3T ","Acrylic",1,1,66,,,,,,32,66,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Orange",,,,,,
3200295,,"Cast Acrylic Red Tint (T-102) - 2440x1220x3T ","Acrylic",1,1,66,,,,,,32,66,,,"Sheet","Each",,,150,2440,1220,3,,"Sheet","Red",,,,,,
3200294,,"Cast Acrylic Red (T-136) - 2440x1220x4.5T ","Acrylic",1,1,92,,,,,,32,92,,,"Sheet","Each",,,211.2,2440,1220,4.5,,"Sheet","Red",,,,,,
3200290,,"Cast Acrylic Pink (T-100) - 2440x1220x3T ","Cast Acrylic",1,1,66,,,,,,32,66,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Pink",,,,,,
3200291,,"Cast Acrylic Pink (T-104) - 2440x1220x3T ","Cast Acrylic",1,1,66,,,,,,32,66,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Pink",,,,,,
3200292,,"Cast Acrylic Red (T-128) - 2440x1220x3T ","Cast Acrylic",1,1,66,,,,,,32,66,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Red",,,,,,
3200293,,"Cast Acrylic Red (T-136) - 2440x1220x3T ","Cast Acrylic",1,1,66,,,,,,32,66,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Red",,,,,,
3200189,,"Cast Acrylic Amber (T-202) 2440x1220x3T ","Acrylic",1,1,62,,,,,,32,62,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Amber",,,,,,
3200190,,"Cast Acrylic Amber Tint (T-202) - 2440x1220x3T ","Cast Acrylic",1,1,66,,,,,,32,66,,,"Sheet","Each",,,150,2440,1220,3,,"Sheet","Amber",,,,,,
3200300,,"Cast Acrylic Yellow Tint(T-212) - 2440x1220x3T ","Cast Acrylic",1,1,145,,,,,,32,145,,,"Sheet","Each",,,150,2440,1220,3,,"Sheet","Yellow",,,,,,
3200298,,"Cast Acrylic Yellow (T-215) - 2440x1220x3T ","Acrylic",1,1,66,,,,,,32,66,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Yellow",,,,,,
3200252,,"Cast Acrylic Grey Tint (T-2332) - 2440x1220x3T ","Acrylic",1,1,60,,,,,,32,60,,,"Sheet","Each",,,150,2440,1220,3,,"Sheet","Grey",,,,,,
3200255,,"Cast Acrylic Grey Tint (T-2332) - 2490x1880x3T ","Acrylic",1,1,98,,,,,,32,98,,,"Sheet","Each",,,150,2490,1880,3,,"Sheet","Grey",,,,,,
3200253,,"Cast Acrylic Grey Tint (T-2332) - 2440x1220x4.5T ","Acrylic",1,1,85.5,,,,,,32,85.5,,,"Sheet","Each",,,220,2440,1220,4.5,,"Sheet","Grey",,,,,,
3200256,,"Cast Acrylic Grey Tint (T-2332) - 2490x1880x4.5T ","Acrylic",1,1,143,,,,,,32,143,,,"Sheet","Each",,,220,2490,1880,4.5,,"Sheet","Grey",,,,,,
3200254,,"Cast Acrylic Grey Tint (T-2332) - 2440x1220x6T ","Acrylic",1,1,123,,,,,,32,123,,,"Sheet","Each",,,293.75,2440,1220,6,,"Sheet","Grey",,,,,,
3200251,,"Cast Acrylic Grey Tint (T-2332) - 2440x1220x10T ","Acrylic",1,1,212.15,,,,,,32,212.15,,,"Sheet","Each",,,487.5,2440,1220,10,,"Sheet","Grey",,,,,,
3200299,,"Cast Acrylic Yellow (T-235) - 2440x1220x3T ","Cast Acrylic",1,1,66,,,,,,32,66,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Yellow",,,,,,
3200195,,"Cast Acrylic Blue (T-301) - 2440x1220x3T ","Acrylic",1,1,62,,,,,,32,62,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Blue",,,,,,
3200196,,"Cast Acrylic Blue (T-302) - 2440x1220x3T ","Acrylic",1,1,62,,,,,,32,62,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Blue",,,,,,
3200197,,"Cast Acrylic Blue (T-322) - 2440x1220x3T ","Acrylic",1,1,62,,,,,,32,62,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Blue",,,,,,
3200198,,"Cast Acrylic Blue (T-324) - 2440x1220x3T ","Acrylic",1,1,62,,,,,,32,62,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Blue",,,,,,
3200199,,"Cast Acrylic Blue (T-327) - 2440x1220x3T ","Acrylic",1,1,62,,,,,,32,62,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Blue",,,,,,
3200233,,"Cast Acrylic Green (T-347) - 2440x1220x3T ","Acrylic",1,1,62.9,,,,,,32,62.9,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Green",,,,,,
3200234,,"Cast Acrylic Green (T-348) - 2440x1220x3T ","Acrylic",1,1,62.9,,,,,,32,62.9,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Green",,,,,,
3200235,,"Cast Acrylic Green (T-362) - 2440x1220x3T ","Acrylic",1,1,62.9,,,,,,32,62.9,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Green",,,,,,
3200296,,"Cast Acrylic Red Tint (T-102) - 2440x1220x4.5T ","Acrylic",1,1,92,,,,,,32,92,,,"Sheet","Each",,,211.2,2440,1220,4.5,,"Sheet","Red",,,,,,
3200081,,"Cast Acrylic White Matt - Matt Finish One Side (T-402M) - 2440x1220x3T ","Acrylic",1,1,70,,,,,,32,70,,,"Sheet","Each",,,140,2440,1220,3,,"Sheet","White",,,,,,
3200082,,"Cast Acrylic White Matt - Matt Finish One Side (T-402M) - 2440x1220x4.5T ","Acrylic",1,1,101,,,,,,32,101,,,"Sheet","Each",,,202,2440,1220,4.5,,"Sheet","White",,,,,,
3200297,,"Cast Acrylic White (T-402) - 2440x1220x6T ","Acrylic",1,1,119.9,,,,,,32,119.9,,,"Sheet","Each",,,282,2440,1220,6,,"Sheet","White",,,,,,
3200083,,"Cast Acrylic White Matt - Matt Finish One Side (T-402M) - 2440x1220x6T ","Acrylic",1,1,144,,,,,,32,144,,,"Sheet","Each",,,288,2440,1220,6,,"Sheet","White",,,,,,
3200268,,"Cast Acrylic Opal (T-445) - 2440x1220x10T ","Acrylic",1,1,207,,,,,,32,207,,,"Sheet","Each",,,448.5,2440,1220,10,,"Sheet","Opal",,,,,,
3200080,,"Cast Acrylic Matt Opal (T-445S) - Matt Finish One Side - 2440x1220x3T ","Acrylic",1,1,70,,,,,,32,70,,,"Sheet","Each",,,140,2440,1220,3,,"Sheet","Opal",,,,,,
3200192,,"Cast Acrylic Black (T-502) - 2440x1220x3T ","Acrylic",1,1,59,,,,,,32,59,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Black",,,,,,
3200193,,"Cast Acrylic Black (T-502) - 2490x1880x4.5T ","Acrylic",1,1,147.5,,,,,,32,147.5,,,"Sheet","Each",,,355.2,2490,1880,4.5,,"Sheet","Black",,,,,,
3200194,,"Cast Acrylic Black (T-502) - 3050x2030x3T ","Acrylic",1,1,146,,,,,,32,146,,,"Sheet","Each",,,388,3050,2030,3,,"Sheet","Black",,,,,,
3200250,,"Cast Acrylic Grey Solid (T-504) - 2440x1220x3T ","Acrylic",1,1,60,,,,,,32,60,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Grey",,,,,,
3200202,,"Cast Acrylic Bronze Tint (T-522) - 2440x1220x3T ","Acrylic",1,1,62,,,,,,32,62,,,"Sheet","Each",,,150,2440,1220,3,,"Sheet","Bronze",,,,,,
3200201,,"Cast Acrylic Bronze (T-522) - 2440x1220x4.5T ","Acrylic",1,1,85,,,,,,32,85,,,"Sheet","Each",,,211.2,2440,1220,4.5,,"Sheet","Bronze",,,,,,
3200243,,"Cast Acrylic Grey (T-531) - 2440x1220x3T ","Acrylic",1,1,60,,,,,,32,60,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Grey",,,,,,
3200244,,"Cast Acrylic Grey (T-531) - 2440x1220x4.5T ","Acrylic",1,1,85.5,,,,,,32,85.5,,,"Sheet","Each",,,211.2,2440,1220,4.5,,"Sheet","Grey",,,,,,
3200257,,"Cast Acrylic Grey Tint (T-531) - 2490x1880x4.5T ","Acrylic",1,1,143,,,,,,32,143,,,"Sheet","Each",,,220,2490,1880,4.5,,"Sheet","Grey",,,,,,
3200245,,"Cast Acrylic Grey (T-531) - 2440x1220x6T ","Acrylic",1,1,123,,,,,,32,123,,,"Sheet","Each",,,282,2440,1220,6,,"Sheet","Grey",,,,,,
3200242,,"Cast Acrylic Grey (T-531) - 2440x1220x10T ","Acrylic",1,1,212.15,,,,,,32,212.15,,,"Sheet","Each",,,468,2440,1220,10,,"Sheet","Grey",,,,,,
3200247,,"Cast Acrylic Grey (T-560) - 2440x1220x3T ","Acrylic",1,1,60,,,,,,32,60,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Grey",,,,,,
3200248,,"Cast Acrylic Grey (T-560) - 2440x1220x4.5T ","Acrylic",1,1,85.5,,,,,,32,85.5,,,"Sheet","Each",,,211.2,2440,1220,4.5,,"Sheet","Grey",,,,,,
3200258,,"Cast Acrylic Grey Tint (T-560) - 2490x1880x4.5T ","Acrylic",1,1,143,,,,,,32,143,,,"Sheet","Each",,,220,2490,1880,4.5,,"Sheet","Grey",,,,,,
3200249,,"Cast Acrylic Grey (T-560) - 2440x1220x6T ","Acrylic",1,1,123,,,,,,32,123,,,"Sheet","Each",,,282,2440,1220,6,,"Sheet","Grey",,,,,,
3200246,,"Cast Acrylic Grey (T-560) - 2440x1220x10T ","Acrylic",1,1,212.15,,,,,,32,212.15,,,"Sheet","Each",,,468,2440,1220,10,,"Sheet","Grey",,,,,,
3200259,,"Cast Acrylic Ivory (T-801) - 2440x1220x3T ","Acrylic",1,1,60,,,,,,32,60,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Ivory",,,,,,
3200200,,"Cast Acrylic Blue (T-835) - 2440x1220x3T ","Acrylic",1,1,62,,,,,,32,62,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Blue",,,,,,
3200240,,"Cast Acrylic Green Fluro (T-993) - 2440x1220x3T ","Acrylic",1,1,66,,,,,,32,66,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Green",,,,,,
3200241,,"Cast Acrylic Green Fluro (T-994) - 2440x1220x3T ","Acrylic",1,1,66,,,,,,32,66,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Green",,,,,,
3200182,,"Polypropylene Flute White 500 GSM - 600x450x3T ","Flute",1,1,0.9,,,,,,32,0.9,,,"Sheet","Each",,,1.8,600,450,3,,"Sheet","White",,,,,,
3200183,,"Polypropylene Flute White 500 GSM - 900x600x3T ","Flute",1,1,1.8,,,,,,32,1.8,,,"Sheet","Each",,,3.6,900,600,3,,"Sheet","White",,,,,,
3200056,,"Polypropylene Flute White 900 GSM - 900x600x5T ","Flute",1,1,2.9,,,,,,32,2.9,,,"Sheet","Each",,,4.93,900,600,5,,"Sheet","White",,,,,,
3200179,,"Polypropylene Flute White 500 GSM - 1220x915x3T ","Flute",1,1,3.6,,,,,,32,3.6,,,"Sheet","Each",,,7.2,1220,915,3,,"Sheet","White",,,,,,
3200053,,"Polypropylene Flute White 900 GSM - 1220x915x5T ","Flute",1,1,5.9,,,,,,32,5.9,,,"Sheet","Each",,,10.03,1220,915,5,,"Sheet","White",,,,,,
3200180,,"Polypropylene Flute White 500 GSM - 1830x1220x3T ","Flute",1,1,7.2,,,,,,32,7.2,,,"Sheet","Each",,,14.4,1830,1220,3,,"Sheet","White",,,,,,
3200115,,"PVC Foamed/ Expanded White - 2440x1220x1T ","PVC",1,1,9.5,,,,,,32,9.5,,,"Sheet","Each",,,19,2440,1220,1,,"Sheet","White",,,,,,
3200181,,"Polypropylene Flute White 500 GSM - 2440x1220x3T ","Flute",1,1,9.5,,,,,,32,9.5,,,"Sheet","Each",,,19,2440,1220,3,,"Sheet","White",,,,,,
3200054,,"Polypropylene Flute White 900 GSM - 1830x1220x5T ","Flute",1,1,11.7,,,,,,32,11.7,,,"Sheet","Each",,,19.89,1830,1220,5,,"Sheet","White",,,,,,
3200051,,"Polypropylene Flute White 350 GSM - 1830x1220x2.8T ","Flute",1,1,12.01,,,,,,32,12.01,,,"Sheet","Each",,,20.42,1830,1220,2.8,,"Sheet","White",,,,,,
3200055,,"Polypropylene Flute White 900 GSM - 2440x1220x5T ","Flute",1,1,15.6,,,,,,32,15.6,,,"Sheet","Each",,,26.52,2440,1220,5,,"Sheet","White",,,,,,
