"APE code","Barcode"," 4L'","Product Type","Can be Sold","Can be Purchased","COST excl GST","AP DISCOUNT %","MARK UP%","Description","Invoicing Policy","Control Purchase Bills","Vendors/ID","Vendors/Price","Routes/ID","Internal Category/ID","Purchase Unit of Measure/ID","Unit of Measure/ID","Attributes/Attribute/ID","Attributes/Value","SALE TOTAL P/S ex GST/DEL/Other","Length","Width (or OD)","Thickness (or ID)","Wall Thickness","Form","Color Code","Warranty","Customer Lead Time","Manufacturing Lead Time","Income Account","Expense Account","Price Difference Account"
3200271,,"Cast Acrylic Opal (T-445) - 2440x1220x20T ","Acrylic",1,1,432,,,,,,32,432,,,"Sheet","Each",,,762.45,2440,1220,20,,"Sheet","Opal",,,,,,
3200264,,"Cast Acrylic Opal (AN-445) - 2440x1220x25T ","Acrylic",1,1,540.5,,,,,,32,540.5,,,"Sheet","Each",,,977.5,2440,1220,25,,"Sheet","Opal",,,,,,
3200272,,"Cast Acrylic Opal (T-445) - 2440x1220x25T ","Acrylic",1,1,540.5,,,,,,32,540.5,,,"Sheet","Each",,,977.5,2440,1220,25,,"Sheet","Opal",,,,,,
3200285,,"Cast Acrylic Opal (T-445) - 3050x2030x10T ","Acrylic",1,1,429.7,,,,,,32,429.7,,,"Sheet","Each",,,1014.3,3050,2030,10,,"Sheet","Opal",,,,,,
3200191,,"Cast Acrylic Black (AN-502) - 2490x1880x3T ","Acrylic",1,1,99,,,,,,32,99,,,"Sheet","Each",,,225.6,2490,1880,3,,"Sheet","Black",,,,,,
3200047,,"Polypropylene Flute Black 900 GSM - 2440x1220x5T ","Flute",1,1,4.9,,,,,,32,4.9,,,"Sheet","Each",,,8.33,2440,1220,5,,"Sheet","Black",,,,,,
3200174,,"Polypropylene Flute Black 350 GSM - 1830x1220x2.8T ","Flute",1,1,12.01,,,,,,32,12.01,,,"Sheet","Each",,,24.02,1830,1220,2.8,,"Sheet","Black",,,,,,
3200175,,"Polypropylene Flute Black 350 GSM - 2440x1220x2.8T ","Flute",1,1,16.42,,,,,,32,16.42,,,"Sheet","Each",,,32.84,2440,1220,2.8,,"Sheet","Black",,,,,,
3200176,,"Polypropylene Flute Black 550 GSM - 2440x1220x3.3T ","Flute",1,1,34.44,,,,,,32,34.44,,,"Sheet","Each",,,68.88,2440,1220,3.3,,"Sheet","Black",,,,,,
3200058,,"ABS Black Haircell/Gloss Finish - 2540x1350x2T ","ABS",1,1,58,,,,,,32,58,,,"Sheet","Each",,,116,2540,1350,2,,"Sheet","Black",,,,,,
3200062,,"ABS Black Smooth Finish - 2440x1220x3T ","ABS",1,1,65.9,,,,,,32,65.9,,,"Sheet","Each",,,131.8,2440,1220,3,,"Sheet","Black",,,,,,
3200159,,"Cast Acrylic Black Matt - Matt finish One Side (T-502ST) - 2440x1220x3T ","Acrylic",1,1,70.12,,,,,,32,70.12,,,"Sheet","Each",,,140.24,2440,1220,3,,"Sheet","Black",,,,,,
3200059,,"ABS Black Haircell/Gloss Finish - 2540x1350x3T ","ABS",1,1,77.8,,,,,,32,77.8,,,"Sheet","Each",,,155.6,2540,1350,3,,"Sheet","Black",,,,,,
3200160,,"Cast Acrylic Black Matt - Matt finish One Side (T-502ST) - 2440x1220x4.5T ","Acrylic",1,1,102.36,,,,,,32,102.36,,,"Sheet","Each",,,204.72,2440,1220,4.5,,"Sheet","Black",,,,,,
3200060,,"ABS Black Haircell/Gloss Finish - 2540x1350x4.5T ","ABS",1,1,105,,,,,,32,105,,,"Sheet","Each",,,210,2540,1350,4.5,,"Sheet","Black",,,,,,
3200161,,"Cast Acrylic Black Matt - Matt finish One Side (T-502ST) - 2440x1220x6T ","Acrylic",1,1,134,,,,,,32,134,,,"Sheet","Each",,,268,2440,1220,6,,"Sheet","Black",,,,,,
3200111,,"Maxi-T-Board Black Celuka - 2440x1220x10T ","PVC",1,1,190.93,,,,,,32,190.93,,,"Sheet","Each",,,381.86,2440,1220,10,,"Sheet","Black",,,,,,
3200061,,"ABS Black Smooth Finish - 2440x1220x1.5T ","ABS",1,1,204.32,,,,,,32,204.32,,,"Sheet","Each",,,408.64,2440,1220,1.5,,"Sheet","Black",,,,,,
3200112,,"Maxi-T-Board Black Celuka - 2440x1220x12T ","PVC",1,1,228.55,,,,,,32,228.55,,,"Sheet","Each",,,457.1,2440,1220,12,,"Sheet","Black",,,,,,
3200301,,"HDPE Black Sheet - 2000x1000x10T ","HDPE",1,1,266,,,,,,32,266,,,"Sheet","Each",,,0,2000,1000,10,,"Sheet","Black",,,,,,
3200302,,"HDPE Black Sheet - 2000x1000x12T ","HDPE",1,1,291.96,,,,,,32,291.96,,,"Sheet","Each",,,0,2000,1000,12,,"Sheet","Black",,,,,,
3200303,,"HDPE Black Sheet - 2000x1000x15T ","HDPE",1,1,,,,,,,32,,,,"Sheet","Each",,,0,2000,1000,15,,"Sheet","Black",,,,,,
3200304,,"HDPE Black Sheet - 2000x1000x3T ","HDPE",1,1,68.59,,,,,,32,68.59,,,"Sheet","Each",,,0,2000,1000,3,,"Sheet","Black",,,,,,
3200305,,"HDPE Black Sheet - 2000x1000x6T ","HDPE",1,1,136.53,,,,,,32,136.53,,,"Sheet","Each",,,0,2000,1000,6,,"Sheet","Black",,,,,,
3200306,,"HDPE Black Sheet - 2440x1220x1.5T ","HDPE",1,1,48.79,,,,,,32,48.79,,,"Sheet","Each",,,0,2440,1220,1.5,,"Sheet","Black",,,,,,
3200307,,"HDPE Black Sheet - 2440x1220x10T ","HDPE",1,1,335.13,,,,,,32,335.13,,,"Sheet","Each",,,0,2440,1220,10,,"Sheet","Black",,,,,,
3200308,,"HDPE Black Sheet - 2440x1220x12T ","HDPE",1,1,402.18,,,,,,32,402.18,,,"Sheet","Each",,,0,2440,1220,12,,"Sheet","Black",,,,,,
3200309,,"HDPE Black Sheet - 2440x1220x15T ","HDPE",1,1,569.92,,,,,,32,569.92,,,"Sheet","Each",,,0,2440,1220,15,,"Sheet","Black",,,,,,
3200310,,"HDPE Black Sheet - 2440x1220x3T ","HDPE",1,1,100.49,,,,,,32,100.49,,,"Sheet","Each",,,0,2440,1220,3,,"Sheet","Black",,,,,,
3200311,,"HDPE Black Sheet - 2440x1220x4.5T ","HDPE",1,1,150.85,,,,,,32,150.85,,,"Sheet","Each",,,0,2440,1220,4.5,,"Sheet","Black",,,,,,
3200312,,"HDPE Black Sheet - 2440x1220x6T ","HDPE",1,1,201.08,,,,,,32,201.08,,,"Sheet","Each",,,0,2440,1220,6,,"Sheet","Black",,,,,,
3200313,,"HDPE Black Sheet - 3000x1500x10T ","HDPE",1,1,568.29,,,,,,32,568.29,,,"Sheet","Each",,,0,3000,1500,10,,"Sheet","Black",,,,,,
3200314,,"HDPE Black Sheet - 3000x1500x12T ","HDPE",1,1,682.1,,,,,,32,682.1,,,"Sheet","Each",,,0,3000,1500,12,,"Sheet","Black",,,,,,
3200315,,"HDPE Black Sheet - 3000x1500x15T ","HDPE",1,1,831.82,,,,,,32,831.82,,,"Sheet","Each",,,0,3000,1500,15,,"Sheet","Black",,,,,,
3200316,,"HDPE Black Sheet - 3000x1500x20T ","HDPE",1,1,1339.69,,,,,,32,1339.69,,,"Sheet","Each",,,0,3000,1500,20,,"Sheet","Black",,,,,,
3200317,,"HDPE Black Sheet - 3000x1500x25T ","HDPE",1,1,1489.68,,,,,,32,1489.68,,,"Sheet","Each",,,0,3000,1500,25,,"Sheet","Black",,,,,,
3200318,,"HDPE Black Sheet - 3000x1500x3T ","HDPE",1,1,144.78,,,,,,32,144.78,,,"Sheet","Each",,,0,3000,1500,3,,"Sheet","Black",,,,,,
3200319,,"HDPE Black Sheet - 3000x1500x6T ","HDPE",1,1,332.65,,,,,,32,332.65,,,"Sheet","Each",,,0,3000,1500,6,,"Sheet","Black",,,,,,
3200320,,"HIPS Black Hi Gloss PE - 1370x760x0.25T ","High Impact Polystryene (HIPS)",1,1,3.74,,,,,,32,3.74,,,"Sheet","Each",,,0,1370,760,0.25,,"Sheet","Black",,,,,,
3200321,,"HIPS Black Hi Gloss PE - 1370x760x0.5T ","High Impact Polystryene (HIPS)",1,1,8.46,,,,,,32,8.46,,,"Sheet","Each",,,0,1370,760,0.5,,"Sheet","Black",,,,,,
3200322,,"HIPS Black Hi Gloss PE - 1370x760x0.75T ","High Impact Polystryene (HIPS)",1,1,12.67,,,,,,32,12.67,,,"Sheet","Each",,,0,1370,760,0.75,,"Sheet","Black",,,,,,
3200323,,"HIPS Black Hi Gloss PE - 1370x760x1.5T ","High Impact Polystryene (HIPS)",1,1,25.34,,,,,,32,25.34,,,"Sheet","Each",,,0,1370,760,1.5,,"Sheet","Black",,,,,,
3200324,,"HIPS Black Hi Gloss PE - 1370x760x1T ","High Impact Polystryene (HIPS)",1,1,16.88,,,,,,32,16.88,,,"Sheet","Each",,,0,1370,760,1,,"Sheet","Black",,,,,,
3200325,,"HIPS Black Hi Gloss PE - 1370x760x2T ","High Impact Polystryene (HIPS)",1,1,33.77,,,,,,32,33.77,,,"Sheet","Each",,,0,1370,760,2,,"Sheet","Black",,,,,,
3200326,,"HIPS Black Hi Gloss PE - 1370x760x3T ","High Impact Polystryene (HIPS)",1,1,50.65,,,,,,32,50.65,,,"Sheet","Each",,,0,1370,760,3,,"Sheet","Black",,,,,,
3200327,,"HIPS Black Hi Gloss PE - 2440x1220x1.5T ","High Impact Polystryene (HIPS)",1,1,72.43,,,,,,32,72.43,,,"Sheet","Each",,,0,2440,1220,1.5,,"Sheet","Black",,,,,,
3200328,,"HIPS Black Hi Gloss PE - 2440x1220x1T ","High Impact Polystryene (HIPS)",1,1,48.28,,,,,,32,48.28,,,"Sheet","Each",,,0,2440,1220,1,,"Sheet","Black",,,,,,
3200329,,"HIPS Black Hi Gloss PE - 2440x1220x2T ","High Impact Polystryene (HIPS)",1,1,94.61,,,,,,32,94.61,,,"Sheet","Each",,,0,2440,1220,2,,"Sheet","Black",,,,,,
3200330,,"HIPS Black Hi Gloss PE - 2440x1220x3T ","High Impact Polystryene (HIPS)",1,1,144.83,,,,,,32,144.83,,,"Sheet","Each",,,0,2440,1220,3,,"Sheet","Black",,,,,,
3200331,,"HIPS Black Satin PE - 1370x760x0.25T ","High Impact Polystryene (HIPS)",1,1,3.74,,,,,,32,3.74,,,"Sheet","Each",,,0,1370,760,0.25,,"Sheet","Black",,,,,,
3200332,,"HIPS Black Satin PE - 1370x760x0.5T ","High Impact Polystryene (HIPS)",1,1,8.46,,,,,,32,8.46,,,"Sheet","Each",,,0,1370,760,0.5,,"Sheet","Black",,,,,,
3200177,,"Polypropylene Flute Blue 550 GSM - 2440x1220x3.3T ","Flute",1,1,34.44,,,,,,32,34.44,,,"Sheet","Each",,,68.88,2440,1220,3.3,,"Sheet","Blue",,,,,,
3200048,,"Polypropylene Flute Blue 900 GSM - 2440x1220x5T ","Flute",1,1,53.9,,,,,,32,53.9,,,"Sheet","Each",,,91.63,2440,1220,5,,"Sheet","Blue",,,,,,
3200132,,"PVC Rigid Nanya Clear - 2440x1220x3T ","PVC",1,1,0,,,,,,32,,,,"Sheet","Each",,,0,2440,1220,3,,"Sheet","Clear",,,,,,
3200133,,"PVC Rigid Nanya Clear - 2440x1220x4.5T ","Acrylic",1,1,0,,,,,,32,,,,"Sheet","Each",,,0,2440,1220,4.5,,"Sheet","Clear",,,,,,
3200134,,"PVC Rigid Nanya Clear - 2440x1220x6T ","PVC",1,1,0,,,,,,32,,,,"Sheet","Each",,,0,2440,1220,6,,"Sheet","Clear",,,,,,
3200113,,"Moulded Keyway Clear - 25x22x6T ","DISPLAY",1,1,0.65,,,,,,32,0.65,,,"Each","Each",,,1.3,25,22,6,,"Each","Clear",,,,,,
3200149,,"Slat Wall W Section Clear Flat","DISPLAY",1,1,0.9,,,,,,32,0.9,,,"Each","Each",,,1.8,,,50,,"Each","Clear",,,,,,
3200151,,"Slat Wall Z Section Clear Std - 50T ","DISPLAY",1,1,0.9,,,,,,32,0.9,,,"Each","Each",,,1.8,,,50,,"Each","Clear",,,,,,
3200114,,"Moulded Keyway Clear - 32x32x6T ","DISPLAY",1,1,2.5,,,,,,32,2.5,,,"Each","Each",,,5,32,32,6,,"Each","Clear",,,,,,
3200098,,"Hasp Clear - 64x32x19T ","DISPLAY",1,1,7.3,,,,,,32,7.3,,,"Each","Each",,,14.6,64,32,19,,"Each","Clear",,,,,,
3200128,,"PVC Rigid Nanya Clear - 1830x915x0.5T ","PVC",1,1,18.85,,,,,,32,18.85,,,"Sheet","Each",,,37.7,1830,915,0.5,,"Sheet","Clear",,,,,,
3200129,,"PVC Rigid Nanya Clear - 1830x915x0.8T ","PVC",1,1,28.73,,,,,,32,28.73,,,"Sheet","Each",,,57.46,1830,915,0.8,,"Sheet","Clear",,,,,,
3200130,,"PVC Rigid Nanya Clear - 2440x1220x1.5T ","PVC",1,1,29,,,,,,32,29,,,"Sheet","Each",,,58,2440,1220,1.5,,"Sheet","Clear",,,,,,
3200167,,"Polycarbonate Clear UV2 Grade - 2440x1220x1T ","Polycarbonate UV2",1,1,29.1,,,,,,32,79.56,,,"Sheet","Each",,,58.2,2440,1220,1,,"Sheet","Clear",,,,,,
3200166,,"Polycarbonate Clear UV2 Grade - 2440x1220x1.5T ","Polycarbonate UV2",1,1,40.6,,,,,,32,110.88,,,"Sheet","Each",,,81.2,2440,1220,1.5,,"Sheet","Clear",,,,,,
3200185,,"Prismatic Diffuser Clear P12 (K12) - 2440x1270x2.8T ","Diffusers-Prismatic",1,1,46,,,,,,32,46,,,"Sheet","Each",,,92,2540,1270,2.8,,"Sheet","Clear",,,,,,
3200186,,"Prismatic Diffuser Clear Y25 - 1600x620x4T ","Diffusers-Prismatic",1,1,48.22,,,,,,32,48.22,,,"Sheet","Each",,,96.44,1600,620,4,,"Sheet","Clear",,,,,,
3200168,,"Polycarbonate Clear UV2 Grade - 2440x1220x2T ","Polycarbonate UV2",1,1,52.55,,,,,,32,144.24,,,"Sheet","Each",,,105.1,2440,1220,2,,"Sheet","Clear",,,,,,
3200150,,"Slat Wall Z Section Clear Std - 3000 ","DISPLAY",1,1,61.75,,,,,,32,61.75,,,"Each","Each",,,123.5,3000,,,,"Each","Clear",,,,,,
3200162,,"Cast Acrylic Clear Matt - Matt Finish One Side (T-000ST) - 2440x1220x3T ","Acrylic",1,1,64.1,,,,,,32,64.1,,,"Sheet","Each",,,128.2,2440,1220,3,,"Sheet","Clear",,,,,,
3200084,,"Clear Acrylic H Section - 3600x2T ","DISPLAY",1,1,67.25,,,,,,32,67.25,,,"Each","Each",,,134.5,3600,,2,,"Each","Clear",,,,,,
3200131,,"PVC Rigid Nanya Clear - 2440x1220x1T ","PVC",1,1,68.76,,,,,,32,68.76,,,"Sheet","Each",,,137.52,2440,1220,1,,"Sheet","Clear",,,,,,
3200169,,"Polycarbonate Clear UV2 Grade - 2440x1220x3T ","Polycarbonate UV2",1,1,70.64,,,,,,32,205.56,,,"Sheet","Each",,,141.28,2440,1220,3,,"Sheet","Clear",,,,,,
3200097,,"Flute Clear 900GSM sheet - 2440x1220x5 (T) mm","PVC",1,1,79.6,,,,,,32,79.6,,,"Sheet","Each",,,159.2,2440,1220,10,,"Sheet","Clear",,,,,,
3200034,,"Polycarbonate Clear UV2 Grade - 2440x1220x4.5T ","Polycarbonate UV2",1,1,105.75,,,,,,32,308.14,,,"Sheet","Each",,,179.78,2440,1220,4.5,,"Sheet","Clear",,,,,,
3200085,,"Clear Acrylic H Section - 3600x3T ","DISPLAY",1,1,99.95,,,,,,32,99.95,,,"Each","Each",,,199.9,3600,,3,,"Each","Clear",,,,,,
3200163,,"Cast Acrylic Clear Matt - Matt Finish One Side (T-000ST) - 2440x1220x4.5T ","Acrylic",1,1,100,,,,,,32,100,,,"Sheet","Each",,,200,2440,1220,4.5,,"Sheet","Clear",,,,,,
3200170,,"Polycarbonate Clear UV2 Grade - 2440x1830x3T ","Polycarbonate UV2",1,1,106,,,,,,32,308.14,,,"Sheet","Each",,,212,2440,1830,3,,"Sheet","Clear",,,,,,
3200086,,"Clear Acrylic H Section - 3600x4.5T ","DISPLAY",1,1,110.52,,,,,,32,110.52,,,"Each","Each",,,221.04,3600,,4.5,,"Each","Clear",,,,,,
3200087,,"Clear Acrylic H Section - 3600x6T ","DISPLAY",1,1,119.65,,,,,,32,119.65,,,"Each","Each",,,239.3,3600,,6,,"Each","Clear",,,,,,
3200036,,"Polycarbonate Clear UV2 Grade - 2440x1220x6T ","Polycarbonate UV2",1,1,141.3,,,,,,32,410.94,,,"Sheet","Each",,,240.21,2440,1220,6,,"Sheet","Clear",,,,,,
3200039,,"Polycarbonate Clear UV2 Grade - 2440x1830x4.5T ","Polycarbonate UV2",1,1,159.55,,,,,,32,462.28,,,"Sheet","Each",,,271.24,2440,1830,4.5,,"Sheet","Clear",,,,,,
3200008,,"PVC Film Clear Gloss - 1000x760x0.75T ","PVC",1,1,163.1,,,,,,32,163.1,,,"Sheet","Each",,,277.27,1000,760,0.75,,"Sheet","Clear",,,,,,
3200009,,"PVC Film Clear Gloss - 1000x760x1T ","PVC",1,1,171.68,,,,,,32,171.68,,,"Sheet","Each",,,291.86,1000,760,1,,"Sheet","Clear",,,,,,
3200005,,"PVC Film Clear Gloss - 1000x760x0.25T ","PVC",1,1,172.2,,,,,,32,172.2,,,"Sheet","Each",,,292.74,1000,760,0.25,,"Sheet","Clear",,,,,,
3200007,,"PVC Film Clear Gloss - 1000x760x0.5T ","PVC",1,1,172.2,,,,,,32,172.2,,,"Sheet","Each",,,292.74,1000,760,0.5,,"Sheet","Clear",,,,,,
3200006,,"PVC Film Clear Gloss - 1000x760x0.38T ","PVC",1,1,175,,,,,,32,175,,,"Sheet","Each",,,297.5,1000,760,0.38,,"Sheet","Clear",,,,,,
3200171,,"Polycarbonate Clear UV2 Grade - 3050x2030x3T ","Polycarbonate UV2",1,1,150.55,,,,,,32,427.53,,,"Sheet","Each",,,301.1,3050,2030,3,,"Sheet","Clear",,,,,,
3200076,,"Acrylic Cast Clear Satin/Satin - 2540x1296x6T ","Acrylic",1,1,158,,,,,,32,158,,,"Sheet","Each",,,316,2540,1296,3,,"Sheet","Clear",,,,,,
3200035,,"Polycarbonate Clear UV2 Grade - 2440x1220x8T ","Polycarbonate UV2",1,1,216,,,,,,32,410.94,,,"Sheet","Each",,,367.2,2440,1220,8,,"Sheet","Clear",,,,,,
3200042,,"Polycarbonate Clear UV2 Grade - 3050x2030x4.5T ","Polycarbonate UV2",1,1,223.25,,,,,,32,659.52,,,"Sheet","Each",,,379.53,3050,2030,4.5,,"Sheet","Clear",,,,,,
3200040,,"Polycarbonate Clear UV2 Grade - 2440x1830x6T ","Polycarbonate UV2",1,1,230,,,,,,32,616.42,,,"Sheet","Each",,,391,2440,1830,6,,"Sheet","Clear",,,,,,
3200037,,"Polycarbonate Clear UV2 Grade - 2440x1220x9.5T ","Polycarbonate UV2",1,1,256.5,,,,,,32,735.72,,,"Sheet","Each",,,436.05,2440,1220,9.5,,"Sheet","Clear",,,,,,
3200099,,"Impact Modified Acrylic Roll Clear per mt - 2050x3T ","Acrylic",1,1,219.11,,,,,,32,219.11,,,"L/M","Each",,,438.22,,2050,3,,"Roll","Clear",,,,,,
3200077,,"Acrylic Extruded Clear - 3660x1905x3T ","Acrylic",1,1,239,,,,,,32,239,,,"Sheet","Each",,,478,3660,1905,3,,"Sheet","Clear",,,,,,
3200043,,"Polycarbonate Clear UV2 Grade - 3050x2030x6T ","Polycarbonate UV2",1,1,296.35,,,,,,32,855.02,,,"Sheet","Each",,,503.8,3050,2030,6,,"Sheet","Clear",,,,,,
3200033,,"Polycarbonate Clear UV2 Grade - 2440x1220x12T ","Polycarbonate UV2",1,1,326.5,,,,,,32,913.22,,,"Sheet","Each",,,555.05,2440,1220,12,,"Sheet","Clear",,,,,,
3200100,,"Impact Modified Acrylic Roll Clear per mt - 2050x4.5T ","Acrylic",1,1,318.8,,,,,,32,318.8,,,"L/M","Each",,,637.6,,2050,4.5,,"Roll","Clear",,,,,,
3200041,,"Polycarbonate Clear UV2 Grade - 2440x1830x9.5T ","Polycarbonate UV2",1,1,382.5,,,,,,32,128.41,,,"Sheet","Each",,,650.25,2440,1830,9.5,,"Sheet","Clear",,,,,,
3200165,,"Polycarbonate Clear UV1 Roll - 4.5T ","Polycarbonate UV1",1,1,329.4,,,,,,32,329.4,,,"Sheet","Each",,,658.8,,,4.5,,"Roll","Clear",,,,,,
3200078,,"Acrylic Extruded Clear - 3660x1905x4.5T ","Acrylic",1,1,350,,,,,,32,350,,,"Sheet","Each",,,700,3660,1905,4.5,,"Sheet","Clear",,,,,,
3200038,,"Polycarbonate Clear UV2 Grade - 2440x1830x12T ","Polycarbonate UV2",1,1,483,,,,,,32,1369.69,,,"Sheet","Each",,,821.1,2440,1830,12,,"Sheet","Clear",,,,,,
3200232,,"Cast Acrylic Gold Mirror - 2440x1220x3T ","Acrylic",1,1,190,,,,,,32,190,,,"Sheet","Each",,,300,2440,1220,3,,"Sheet","Gold",,,,,,
3200049,,"Polypropylene Flute Green 900GSM- 2440x1220x5T ","PP",1,1,53.9,,,,,,32,53.9,,,"Sheet","Each",,,91.63,2440,1220,5,,,"Green",,,,,,
3200044,,"Polycarbonate GP Grade - 2440x1220x1T ","Polycarbonate UV2",1,1,,,,,,,32,79.56,,,"Sheet","Each",,,0,2440,1220,1,,"Sheet","Grey",,,,,,
3200172,,"Polycarbonate Grey Tint UV2 Grade - 2440x1220x3T ","Polycarbonate UV2",1,1,84.7,,,,,,32,215.85,,,"Sheet","Each",,,169.4,2440,1220,3,,"Sheet","Grey",,,,,,
3200045,,"Polycarbonate Grey Tint UV2 Grade - 2440x1220x4.5T ","Polycarbonate UV2",1,1,126.96,,,,,,32,323.54,,,"Sheet","Each",,,215.83,2440,1220,4.5,,"Sheet","Grey",,,,,,
3200173,,"Polycarbonate Grey Tint UV2 Grade - 2440x1830x3T ","Polycarbonate UV2",1,1,126.96,,,,,,32,125.5,,,"Sheet","Each",,,253.92,2440,1830,3,,"Sheet","Grey",,,,,,
3200046,,"Polycarbonate Grey Tint UV2 Grade - 2440x1220x6T ","Polycarbonate UV2",1,1,176.84,,,,,,32,431.48,,,"Sheet","Each",,,300.63,2440,1220,6,,"Sheet","Grey",,,,,,
3200203,,"Cast Acrylic Brown (M-814) - 2440x1220x3T ","Acrylic",1,1,62,,,,,,32,62,,,"Sheet","Each",,,144,2440,1220,3,,"Sheet","Brown",,,,,,
3200135,,"PVC Rigid Nanya Grey - 2440x1220x1.5T ","PVC",1,1,77.2,,,,,,32,77.2,,,"Sheet","Each",,,154.4,2440,1220,1.5,,"Sheet","Nanya Grey",,,,,,
3200137,,"PVC Rigid Nanya Grey - 2440x1220x2T ","PVC",1,1,96.12,,,,,,32,96.12,,,"Sheet","Each",,,192.24,2440,1220,2,,"Sheet","Nanya Grey",,,,,,
3200138,,"PVC Rigid Nanya Grey - 2440x1220x3T ","PVC",1,1,136.8,,,,,,32,136.8,,,"Sheet","Each",,,273.6,2440,1220,3,,"Sheet","Nanya Grey",,,,,,
3200139,,"PVC Rigid Nanya Grey - 2440x1220x4.5T ","PVC",1,1,204.48,,,,,,32,204.48,,,"Sheet","Each",,,408.96,2440,1220,4.5,,"Sheet","Nanya Grey",,,,,,
3200140,,"PVC Rigid Nanya Grey - 2440x1220x6T ","PVC",1,1,272.16,,,,,,32,272.16,,,"Sheet","Each",,,544.32,2440,1220,6,,"Sheet","Nanya Grey",,,,,,
3200141,,"PVC Rigid Nanya Grey - 2440x1220x8T ","PVC",1,1,362.16,,,,,,32,362.16,,,"Sheet","Each",,,724.32,2440,1220,8,,"Sheet","Nanya Grey",,,,,,
3200136,,"PVC Rigid Nanya Grey - 2440x1220x10T ","PVC",1,1,452.16,,,,,,32,452.16,,,"Sheet","Each",,,904.32,2440,1220,10,,"Sheet","Nanya Grey",,,,,,
3200014,,"PVC Rigid Nanya Grey - 2440x1220x12T ","PVC",1,1,542.16,,,,,,32,542.16,,,"Sheet","Each",,,921.67,2440,1220,12,,"Sheet","Nanya Grey",,,,,,
3200015,,"PVC Rigid Nanya Grey - 2440x1220x15T ","PVC",1,1,668.88,,,,,,32,668.88,,,"Sheet","Each",,,1137.1,2440,1220,15,,"Sheet","Nanya Grey",,,,,,
3200016,,"PVC Rigid Nanya Grey - 2440x1220x20T ","PVC",1,1,900,,,,,,32,900,,,"Sheet","Each",,,1530,2440,1220,20,,"Sheet","Nanya Grey",,,,,,
3200089,,"Egg Crate (Louvre) Opal - 1200x600x8T ","Diffusers-Prismatic",1,1,10.6,,,,,,32,10.6,,,"Sheet","Each",,,21.2,1200,600,8,,"Sheet","Opal",,,,,,
3200088,,"Egg Crate (Louvre) Opal - 1200x600x12T ","Diffusers-Prismatic",1,1,16.1,,,,,,32,16.1,,,"Sheet","Each",,,32.2,1200,600,12,,"Sheet","Opal",,,,,,
3200004,,"Polycarbonate Opal UV2 Grade - 2440x1220x6T ","Polycarbonate UV2",1,1,176.84,,,,,,32,164,,,"Sheet","Each",,,300.63,2440,1220,6,,"Sheet","Opal",,,,,,
3200101,,"Impact Modified Acrylic Roll Opal per mt - 2050x3T ","Acrylic",1,1,228.77,,,,,,32,228.77,,,"L/M","Each",,,457.54,,2050,3,,"Roll","Opal",,,,,,
3200102,,"Impact Modified Acrylic Roll Opal per mt - 2050x4.5T ","Acrylic",1,1,319.68,,,,,,32,319.68,,,"L/M","Each",,,639.36,,2050,4.5,,"Roll","Opal",,,,,,
3200079,,"Acrylic Extruded Opal - 3660x1905x4.5T ","Acrylic",1,1,370,,,,,,32,370,,,"Sheet","Each",,,740,3660,1905,4.5,,"Sheet","Opal",,,,,,
3200178,,"Polypropylene Flute Red 550 GSM - 2440x1220x3.3T ","Flute",1,1,34.44,,,,,,32,34.44,,,"Sheet","Each",,,68.88,2440,1220,3.3,,"Sheet","Red",,,,,,
3200187,,"Acrylic Mirror Silver (Asian) - 2440x1220x2T ","Acrylic",1,1,140.6,,,,,,32,140.6,,,"Sheet","Each",,,275,2440,1220,2,,"Sheet","Silver",,,,,,
3200188,,"Acrylic Mirror Silver (Silver) - 2440x1220x3T ","Acrylic",1,1,142.5,,,,,,32,142.5,,,"Sheet","Each",,,490,2440,1220,3,,"Sheet","Silver",,,,,,
3200205,,"Cast Acrylic Clear (T-000) - 1830x1220x1.5T ","Acrylic",1,1,27.14,,,,,,32,27.14,,,"Sheet","Each",,,55,1830,1220,1.5,,"Sheet","Clear",,,,,,
3200211,,"Cast Acrylic Clear (T-000) - 2440x1220x2T ","Acrylic",1,1,40,,,,,,32,40,,,"Sheet","Each",,,90,2440,1220,2,,"Sheet","Clear",,,,,,
3200213,,"Cast Acrylic Clear (T-000) - 2440x1220x3T ","Acrylic",1,1,55.6,,,,,,32,55.6,,,"Sheet","Each",,,120,2440,1220,3,,"Sheet","Clear",,,,,,
3200219,,"Cast Acrylic Clear (T-000) - 2490x1580x3T ","Acrylic",1,1,84,,,,,,32,84,,,"Sheet","Each",,,168,2490,1580,3,,"Sheet","Clear",,,,,,
3200214,,"Cast Acrylic Clear (T-000) - 2440x1220x4.5T ","Acrylic",1,1,83.5,,,,,,32,83.5,,,"Sheet","Each",,,176,2440,1220,4.5,,"Sheet","Clear",,,,,,
3200223,,"Cast Acrylic Clear (T-000) - 2490x1880x3T ","Acrylic",1,1,83.5,,,,,,32,83.5,,,"Sheet","Each",,,188,2490,1880,3,,"Sheet","Clear",,,,,,
3200216,,"Cast Acrylic Clear (T-000) - 2440x1220x6T ","Acrylic",1,1,111.3,,,,,,32,111.3,,,"Sheet","Each",,,235,2440,1220,6,,"Sheet","Clear",,,,,,
