"APE code","Barcode","Name","Product Type","Can be Sold","Can be Purchased","COST excl GST","AP Discount %","MARK UP%","Description","Invoicing Policy","Control Purchase Bills","Vendors/ID","Vendors/Price x 1 CTN","Routes/ID","Internal Category/ID","Purchase Unit of Measure/ID","Unit of Measure/ID","Attributes/Attribute/ID","Attributes/Value","SALE TOTAL P/S ex GST/DEL/Other","Length","Width (or OD)","Thickness (or ID)","Wall Thickness","Form","Color Code","Warranty","Customer Lead Time","Manufacturing Lead Time","Income Account","Expense Account","Price Difference Account","Vendors/Price 1 - 4 CTN","Vendors/Price 5+ CTN"
1800720,7603,"Small j Bar - 2400 CTN Qty 25","Accessories",1,1,15.3,,,,,,18,15.3,,,"Accessories","Carton",,,27.54,,,,,,,,,,,,,12.5,10.9
1800721,7604,"Large j Bar - 900 CTN Qty 80","Accessories",1,1,15.3,,,,,,18,15.3,,,"Accessories","Carton",,,27.54,,,,,,,,,,,,,12.5,10.9
1800722,7605,"Step Strip CTN Qty 10","Strip",1,1,19.4,,,,,,18,19.4,,,"Strip","Carton",,,34.92,,,,,,,,,,,,,15.85,4.45
1800723,7606,"Large Step Strip - 2400mm CTN Qty 10","Strip",1,1,23.3,,,,,,18,23.3,,,"Strip","Carton",,,41.94,,,,,,,,,,,,,19.1,16.6
1800724,7607,"Dbl Step Strip - 2400mm CTN Qty 80","Strip",1,1,23.3,,,,,,18,23.3,,,"Strip","Carton",,,41.94,,,,,,,,,,,,,19.1,16.6
1800725,7610,"w Bar CTN Qty 80","Accessories",1,1,13.55,,,,,,18,13.55,,,"Accessories","Carton",,,24.39,,,,,,,,,,,,,11.1,9.65
1800726,7611,"'Dr ''w'' CTN Qty 80'","Accessories",1,1,24.1,,,,,,18,24.1,,,"Accessories","Carton",,,43.38,,,,,,,,,,,,,19.8,17.2
1800727,7615,"z Bar CTN Qty 80","Accessories",1,1,12.9,,,,,,18,12.9,,,"Accessories","Carton",,,23.22,,,,,,,,,,,,,10.6,9.2
1800728,7617,"'Dr ''z'' Bar CTN Qty 100'","Accessories",1,1,25,,,,,,18,25,,,"Accessories","Carton",,,45,,,,,,,,,,,,,20.5,17.8
1800729,7620,"10x3 Flat CTN Qty 50","Accessories",1,1,4,,,,,,18,4,,,"Accessories","Carton",,,7.2,,,,,,,,,,,,,3.3,2.85
1800730,7621,"16 x3 Flat CTN Qty 50","Accessories",1,1,7.6,,,,,,18,7.6,,,"Accessories","Carton",,,13.68,,,,,,,,,,,,,6.2,5.4
1800731,7622,"19 x 4.7 Flat CTN Qty 50","Accessories",1,1,11.1,,,,,,18,11.1,,,"Accessories","Carton",,,19.98,,,,,,,,,,,,,9.1,7.9
1800732,7625,"25 x 6 Flat CTN Qty 10","Accessories",1,1,19.4,,,,,,18,19.4,,,"Accessories","Carton",,,34.92,,,,,,,,,,,,,15.9,13.8
1800733,7801,"u Chain - 6mm CTN Qty 20","Accessories",1,1,11.13,,,,,,18,11.13,,,"Accessories","Carton",,,20.03,,,,,,,,,,,,,8.9,7.74
1800734,7803,"u Chain - 10mm CTN Qty 20","Accessories",1,1,10.74,,,,,,18,10.74,,,"Accessories","Carton",,,19.33,,,,,,,,,,,,,8.59,7.47
1800735,7805,"'3mm ''j'' Chan-But CTN Qty 10'","Accessories",1,1,18.37,,,,,,18,18.37,,,"Accessories","Carton",,,33.07,,,,,,,,,,,,,14.7,12.78
1800736,7807,"'6mm ''j'' Chan-But CTN Qty 10'","Accessories",1,1,21.22,,,,,,18,21.22,,,"Accessories","Carton",,,38.2,,,,,,,,,,,,,16.97,14.76
1800737,7810,"'3mm ''h'' Chan-But CTN Qty 10'","Accessories",1,1,15.78,,,,,,18,15.78,,,"Accessories","Carton",,,28.4,,,,,,,,,,,,,12.63,10.98
1800738,7812,"'6mm ''h'' Chan-But CTN Qty 10'","Accessories",1,1,15.78,,,,,,18,15.78,,,"Accessories","Carton",,,28.4,,,,,,,,,,,,,12.63,10.98
1800739,7815,"But 12 x 12 Angle - 2400mm CTN Qty 10","Accessories",1,1,12.68,,,,,,18,12.68,,,"Accessories","Carton",,,22.82,,,,,,,,,,,,,10.14,8.82
1800740,7817,"25x25 Angle-But CTN Qty 10","Accessories",1,1,23.81,,,,,,18,23.81,,,"Accessories","Carton",,,42.86,,,,,,,,,,,,,19.04,16.56
1800741,7960,"Direct Connect CTN Qty 50","Diffuser",1,1,3.95,,,,,,18,3.95,,,"Diffuser","Carton",,,7.11,,,,,,,,,,,,,3.4,3.1
1800742,7962,"Joining Cable 500Mm CTN Qty 50","Cable",1,1,4.35,,,,,,18,4.35,,,"Cable","Carton",,,7.83,,,,,,,,,,,,,3.75,3.4
1800743,7964,"Joining Cable 250Mm CTN Qty 50","Cable",1,1,3.6,,,,,,18,3.6,,,"Cable","Carton",,,6.48,,,,,,,,,,,,,3.1,2.8
1800744,7966,"Joining Cable 80Mm CTN Qty 50","Cable",1,1,4.25,,,,,,18,4.25,,,"Cable","Carton",,,7.65,,,,,,,,,,,,,3.7,3.35
1800745,7968,"Mains Cable CTN Qty 50","Cable",1,1,5.6,,,,,,18,5.6,,,"Cable","Carton",,,10.08,,,,,,,,,,,,,4.85,4.4
1800746,8852,"Mounting Track 4.0M Mill Finish CTN Qty 10","Track",1,1,18.6,,,,,,18,18.6,,,"Track","Carton",,,33.48,,,,,,,,,,,,,15.5,13.8
1800747,11407,"u-Frame - a4p/a5l CTN Qty 100","Frame",1,1,4.28,,,,,,18,4.28,,,"Frame","Carton",,,7.7,,,,,,,,,,,,,3.72,3.38
1800748,11445,"Frame w/Crossbar a4p + a5l CTN Qty 50","Frame",1,1,6.68,,,,,,18,6.68,,,"Frame","Carton",,,12.02,,,,,,,,,,,,,5.81,5.28
1800749,13001,"210 x 99 Klick Barker CTN Qty 200","Accessories",1,1,2.61,,,,,,18,2.61,,,"Accessories","Carton",,,4.7,,,,,,,,,,,,,2.27,2.06
1800750,13002,"210 x 74 Klick Barker CTN Qty 200","Accessories",1,1,2.13,,,,,,18,2.13,,,"Accessories","Carton",,,3.83,,,,,,,,,,,,,1.85,1.68
1800751,13003,"210 X 59  Klick Barker CTN Qty 100","Accessories",1,1,2.2,,,,,,18,2.2,,,"Accessories","Carton",,,3.96,,,,,,,,,,,,,1.8,1.55
1800752,13004,"148 X 70 Klick Barker CTN Qty 100","Accessories",1,1,2.5,,,,,,18,2.5,,,"Accessories","Carton",,,4.5,,,,,,,,,,,,,2.1,1.8
1800753,13060,"a6 Klick Barker CTN Qty 200","Accessories",1,1,2.13,,,,,,18,2.13,,,"Accessories","Carton",,,3.83,,,,,,,,,,,,,1.85,1.68
1800754,13070,"a7 Klick Barker CTN Qty 200","Accessories",1,1,1.82,,,,,,18,1.82,,,"Accessories","Carton",,,3.28,,,,,,,,,,,,,1.58,1.44
1800755,13080,"a8 Klick Barker CTN Qty 100","Accessories",1,1,1.3,,,,,,18,1.3,,,"Accessories","Carton",,,2.34,,,,,,,,,,,,,1.05,0.9
1800756,13191,"Basic Price Frame 110 X 85 CTN Qty 25","Frame",1,1,2,,,,,,18,2,,,"Frame","Carton",,,3.6,,,,,,,,,,,,,1.75,1.56
1800757,13192,"Basic Price Frame CTN Qty 25","Frame",1,1,3.1,,,,,,18,3.1,,,"Frame","Carton",,,5.58,,,,,,,,,,,,,2.7,2.34
1800758,13230,"Price Cassette W Clear Cover CTN Qty 25","Accessories",1,1,7.35,,,,,,18,7.35,,,"Accessories","Carton",,,13.23,,,,,,,,,,,,,6.4,5.7
1800759,13249,"Price Cassette W Clear Cover CTN Qty 25","Accessories",1,1,4.85,,,,,,18,4.85,,,"Accessories","Carton",,,8.73,,,,,,,,,,,,,4.2,3.7
1800760,13251,"Price Cassette W Clear Cover CTN Qty 10","Accessories",1,1,20.25,,,,,,18,20.25,,,"Accessories","Carton",,,36.45,,,,,,,,,,,,,17.6,15.4
1800761,13321,"See 15321 CTN Qty 10","Accessories",1,1,55,,,,,,18,55,,,"Accessories","Carton",,,99,,,,,,,,,,,,,47.83,43.48
1800762,13504,"Plastic Frameless 148 X 70 CTN Qty 100","Frame",1,1,5.2,,,,,,18,5.2,,,"Frame","Carton",,,9.36,,,,,,,,,,,,,4.3,3.75
1800763,13560,"Plastic Frameless a6 Landscape CTN Qty 100","Frame",1,1,5.3,,,,,,18,5.3,,,"Frame","Carton",,,9.54,,,,,,,,,,,,,4.45,3.85
1800764,13561,"Plastic Frameless a6 Portrait CTN Qty 100","Frame",1,1,5.3,,,,,,18,5.3,,,"Frame","Carton",,,9.54,,,,,,,,,,,,,4.45,3.85
1800765,14130,"Frame With Price Display a3 CTN Qty 10","Frame",1,1,40.4,,,,,,18,40.4,,,"Frame","Carton",,,72.72,,,,,,,,,,,,,34.9,30.5
1800766,14140,"Frame With Price Display a3 CTN Qty 10","Frame",1,1,27.8,,,,,,18,27.8,,,"Frame","Carton",,,50.04,,,,,,,,,,,,,23.8,20.9
1800767,15310,"a1 Wood Frame CTN Qty 10","Frame",1,1,59.18,,,,,,18,59.18,,,"Frame","Carton",,,106.52,,,,,,,,,,,,,51.46,46.78
1800768,15320,"a2 Wood Frame CTN Qty 10","Frame",1,1,44.88,,,,,,18,44.88,,,"Frame","Carton",,,80.78,,,,,,,,,,,,,39.03,35.48
1800769,15321,"a2 Wood Frame w/Thread CTN Qty 10","Frame",1,1,55,,,,,,18,55,,,"Frame","Carton",,,99,,,,,,,,,,,,,47.83,43.48
1800770,15330,"a3 Wood Frame CTN Qty 10","Frame",1,1,31.63,,,,,,18,31.63,,,"Frame","Carton",,,56.93,,,,,,,,,,,,,27.5,25
1800771,15331,"a3 Wood Frame w/Thread CTN Qty 10","Frame",1,1,41.75,,,,,,18,41.75,,,"Frame","Carton",,,75.15,,,,,,,,,,,,,36.3,33
1800772,15340,"a4 Wood Frame CTN Qty 20","Frame",1,1,26.82,,,,,,18,26.82,,,"Frame","Carton",,,48.28,,,,,,,,,,,,,23.32,21.2
1800773,15341,"a4 Wood Frame w/Thread CTN Qty 20","Frame",1,1,37.05,,,,,,18,37.05,,,"Frame","Carton",,,66.69,,,,,,,,,,,,,32.22,29.29
1800774,15350,"a5 Wood Frame CTN Qty 20","Frame",1,1,19,,,,,,18,19,,,"Frame","Carton",,,34.2,,,,,,,,,,,,,16.52,15.02
1800775,15351,"a5 Wood Frame w/Thread CTN Qty 20","Frame",1,1,29.22,,,,,,18,29.22,,,"Frame","Carton",,,52.6,,,,,,,,,,,,,25.41,23.1
1800776,15376,"Tall Adjustable Stem CTN Qty 5","Stem",1,1,49.9,,,,,,18,49.9,,,"Stem","Carton",,,89.82,,,,,,,,,,,,,43.5,39.7
1800777,17001,"90 Deg. Data Strip Clip CTN Qty 200","Strip",1,1,0.65,,,,,,18,0.65,,,"Strip","Carton",,,1.17,,,,,,,,,,,,,0.56,0.51
1800778,17070,"Large Swivel Clamp CTN Qty 50","Clamp",1,1,11.9,,,,,,18,11.9,,,"Clamp","Carton",,,21.42,,,,,,,,,,,,,9.9,8.7
1800779,20022,"t-Piece - 160mm CTN Qty 200","Accessories",1,1,3.34,,,,,,18,3.34,,,"Accessories","Carton",,,6.01,,,,,,,,,,,,,2.9,2.64
1800780,20060,"Clear Holder - 210mm CTN Qty 200","Holder",1,1,5.84,,,,,,18,5.84,,,"Holder","Carton",,,10.51,,,,,,,,,,,,,5.08,4.62
1800781,20061,"Clear Holder - 150mm CTN Qty 200","Holder",1,1,4.59,,,,,,18,4.59,,,"Holder","Carton",,,8.26,,,,,,,,,,,,,3.99,3.63
1800782,20116,"Chrome Stem-160mm CTN Qty 20","Stem",1,1,5.01,,,,,,18,5.01,,,"Stem","Carton",,,9.02,,,,,,,,,,,,,4.36,3.96
1800783,20131,"Chrome Stem-310mm CTN Qty 20","Stem",1,1,5.01,,,,,,18,5.01,,,"Stem","Carton",,,9.02,,,,,,,,,,,,,4.36,3.96
1800784,20141,"Chrome Stem-410mm CTN Qty 20","Stem",1,1,6.48,,,,,,18,6.48,,,"Stem","Carton",,,11.66,,,,,,,,,,,,,5.63,5.12
1800785,20143,"Adjustable Stem-200-360mm CTN Qty 20","Stem",1,1,6.62,,,,,,18,6.62,,,"Stem","Carton",,,11.92,,,,,,,,,,,,,5.75,5.23
1800786,20144,"Adjustable Stem-320-620mm CTN Qty 20","Stem",1,1,7.03,,,,,,18,7.03,,,"Stem","Carton",,,12.65,,,,,,,,,,,,,6.12,5.56
1800787,20145,"Adjustable Stem-450-900mm CTN Qty 20","Stem",1,1,16.91,,,,,,18,16.91,,,"Stem","Carton",,,30.44,,,,,,,,,,,,,14.71,13.37
1800788,20146,"Adjustable Stem-600-1200mm CTN Qty 20","Stem",1,1,18.68,,,,,,18,18.68,,,"Stem","Carton",,,33.62,,,,,,,,,,,,,16.25,14.77
1800789,20160,"Chrome Stem-600mm CTN Qty 20","Stem",1,1,10.54,,,,,,18,10.54,,,"Stem","Carton",,,18.97,,,,,,,,,,,,,9.16,8.33
1800790,20162,"Adj. Stem For Base Ap20320 CTN Qty 20","Base",1,1,6.89,,,,,,18,6.89,,,"Base","Carton",,,12.4,,,,,,,,,,,,,6,5.45
1800791,20172,"Clear Stem-50mm CTN Qty 100","Stem",1,1,1.35,,,,,,18,1.35,,,"Stem","Carton",,,2.43,,,,,,,,,,,,,1.18,1.07
1800792,20173,"Clear Stem-75mm CTN Qty 100","Stem",1,1,1.57,,,,,,18,1.57,,,"Stem","Carton",,,2.83,,,,,,,,,,,,,1.36,1.24
1800793,20174,"Clear Stem-110mm CTN Qty 100","Stem",1,1,1.88,,,,,,18,1.88,,,"Stem","Carton",,,3.38,,,,,,,,,,,,,1.64,1.49
1800794,20176,"Adj. Stem For Base-1000-1700mm CTN Qty 10","Base",1,1,46.65,,,,,,18,46.65,,,"Base","Carton",,,83.97,,,,,,,,,,,,,40.57,36.88
1800795,20191,"Wooden Base CTN Qty 10","Base",1,1,24.9,,,,,,18,24.9,,,"Base","Carton",,,44.82,,,,,,,,,,,,,20.8,18.7
1800796,20200,"Tube Holder - 12mm dia. CTN Qty 50","Holder",1,1,1.88,,,,,,18,1.88,,,"Holder","Carton",,,3.38,,,,,,,,,,,,,1.64,1.49
1800797,20271,"Hinge CTN Qty 20","Hinge",1,1,5.91,,,,,,18,5.91,,,"Hinge","Carton",,,10.64,,,,,,,,,,,,,5.14,4.67
1800798,20320,"Shovel Metal Base - Black CTN Qty 100","Base",1,1,4.75,,,,,,18,4.75,,,"Base","Carton",,,8.55,,,,,,,,,,,,,4,3.5
1800799,20330,"Round Base Base 160Mm CTN Qty 10","Base",1,1,20.5,,,,,,18,20.5,,,"Base","Carton",,,36.9,,,,,,,,,,,,,17.1,14.85
1800800,20331,"Metal Base - 255mm dia CTN Qty 10","Base",1,1,38.82,,,,,,18,38.82,,,"Base","Carton",,,69.88,,,,,,,,,,,,,33.76,30.69
1800801,20334,"Metal Base - 345mm dia CTN Qty 10","Base",1,1,57.71,,,,,,18,57.71,,,"Base","Carton",,,103.88,,,,,,,,,,,,,50.18,45.62
1800802,20350,"Rectangular Base CTN Qty 20","Base",1,1,5.43,,,,,,18,5.43,,,"Base","Carton",,,9.77,,,,,,,,,,,,,4.72,4.29
1800803,20351,"Rectangular Base w/ Metal CTN Qty 20","Base",1,1,10.85,,,,,,18,10.85,,,"Base","Carton",,,19.53,,,,,,,,,,,,,9.44,8.58
1800804,20352,"Frame Base CTN Qty 20","Frame",1,1,4.28,,,,,,18,4.28,,,"Frame","Carton",,,7.7,,,,,,,,,,,,,3.72,3.38
1800805,20370,"Magnet Base - 2 Magnet CTN Qty 20","Base",1,1,7.41,,,,,,18,7.41,,,"Base","Carton",,,13.34,,,,,,,,,,,,,6.45,5.86
1800806,20372,"Magnet Base - 4 Magnet CTN Qty 20","Base",1,1,6.78,,,,,,18,6.78,,,"Base","Carton",,,12.2,,,,,,,,,,,,,5.9,5.36
1800807,20375,"Mag. Base - 50mm dia. w/Tube Hldr. CTN Qty 20","Tube",1,1,14.19,,,,,,18,14.19,,,"Tube","Carton",,,25.54,,,,,,,,,,,,,12.34,11.22
1800808,20377,"Square Magnetic Fastener CTN Qty 100","Fastener",1,1,5.5,,,,,,18,5.5,,,"Fastener","Carton",,,9.9,,,,,,,,,,,,,4.55,3.96
1800809,20491,"Round Wooden Base CTN Qty 20","Base",1,1,25.57,,,,,,18,25.57,,,"Base","Carton",,,46.03,,,,,,,,,,,,,22.23,20.21
1800810,20560,"All Rounder Clamp CTN Qty 25","Clamp",1,1,12.3,,,,,,18,12.3,,,"Clamp","Carton",,,22.14,,,,,,,,,,,,,10.25,8.91
1800811,20570,"Universal Clamp-25mm CTN Qty 20","Clamp",1,1,11.27,,,,,,18,11.27,,,"Clamp","Carton",,,20.29,,,,,,,,,,,,,9.8,8.91
1800812,21000,"Frame Connector CTN Qty 100","Frame",1,1,0.75,,,,,,18,0.75,,,"Frame","Carton",,,1.35,,,,,,,,,,,,,0.65,0.59
1800813,21010,"Frame Connector -Swivel CTN Qty 100","Frame",1,1,1.05,,,,,,18,1.05,,,"Frame","Carton",,,1.89,,,,,,,,,,,,,0.91,0.83
1800814,21020,"In-Line Frame Connector CTN Qty 100","Frame",1,1,1.25,,,,,,18,1.25,,,"Frame","Carton",,,2.25,,,,,,,,,,,,,1.09,0.99
1800815,21040,"Square Hanger CTN Qty 100","Accessories",1,1,1.4,,,,,,18,1.4,,,"Accessories","Carton",,,2.52,,,,,,,,,,,,,1.15,0.99
1800816,21110,"Shelf Holder CTN Qty 100","Holder",1,1,6.75,,,,,,18,6.75,,,"Holder","Carton",,,12.15,,,,,,,,,,,,,5.6,4.84
1800817,21120,"Surface-Mount Rotating Clip CTN Qty 100","Clip",1,1,1.57,,,,,,18,1.57,,,"Clip","Carton",,,2.83,,,,,,,,,,,,,1.36,1.24
1800818,21125,"Surface-Mount Rotating Clip-Adh. CTN Qty 100","Clip",1,1,2.09,,,,,,18,2.09,,,"Clip","Carton",,,3.76,,,,,,,,,,,,,1.82,1.65
1800819,21130,"Wall Fastener With Hole CTN Qty 100","Fastener",1,1,0.7,,,,,,18,0.7,,,"Fastener","Carton",,,1.26,,,,,,,,,,,,,0.55,0.44
1800820,21131,"Wall Fastener With Adh CTN Qty 100","Fastener",1,1,1.25,,,,,,18,1.25,,,"Fastener","Carton",,,2.25,,,,,,,,,,,,,1.02,0.88
1800821,21219,"Magnetic Fastener CTN Qty 100","Fastener",1,1,4.6,,,,,,18,4.6,,,"Fastener","Carton",,,8.28,,,,,,,,,,,,,3.8,3.3
1800822,21220,"Magnetic Clip-Swivel CTN Qty 100","Clip",1,1,3.76,,,,,,18,3.76,,,"Clip","Carton",,,6.77,,,,,,,,,,,,,3.27,2.97
1800823,21230,"Magnet - Square -Parallel CTN Qty 100","Accessories",1,1,4.59,,,,,,18,4.59,,,"Accessories","Carton",,,8.26,,,,,,,,,,,,,3.99,3.63
1800824,21240,"Sq. Mag w/o Adapter CTN Qty 100","Accessories",1,1,3.97,,,,,,18,3.97,,,"Accessories","Carton",,,7.15,,,,,,,,,,,,,3.45,3.14
1800825,21250,"Magnet - Square CTN Qty 100","Accessories",1,1,4.59,,,,,,18,4.59,,,"Accessories","Carton",,,8.26,,,,,,,,,,,,,3.99,3.63
1800826,21251,"Adapter - 90 Deg. CTN Qty 100","Accessories",1,1,0.63,,,,,,18,0.63,,,"Accessories","Carton",,,1.13,,,,,,,,,,,,,0.55,0.5
1800827,21260,"Magnetic Swivwl Fastener CTN Qty 100","Fastener",1,1,3.85,,,,,,18,3.85,,,"Fastener","Carton",,,6.93,,,,,,,,,,,,,3.2,2.75
1800828,21300,"Suspension Ring CTN Qty 100","Accessories",1,1,0.63,,,,,,18,0.63,,,"Accessories","Carton",,,1.13,,,,,,,,,,,,,0.55,0.5
1800829,21310,"Parallel Suspension Ring CTN Qty 100","Accessories",1,1,0.62,,,,,,18,0.62,,,"Accessories","Carton",,,1.12,,,,,,,,,,,,,0.52,0.44
1800830,21315,"Swivel Suspension Ring CTN Qty 100","Accessories",1,1,0.96,,,,,,18,0.96,,,"Accessories","Carton",,,1.73,,,,,,,,,,,,,0.84,0.76
1800831,21330,"Swivel Hanging Hook CTN Qty 100","Hook",1,1,1.9,,,,,,18,1.9,,,"Hook","Carton",,,3.42,,,,,,,,,,,,,1.55,1.32
1800832,21361,"Side Mount Suspension Ring CTN Qty 100","Accessories",1,1,0.8,,,,,,18,0.8,,,"Accessories","Carton",,,1.44,,,,,,,,,,,,,0.65,0.55
1800833,21370,"Suspension Hook-Pair CTN Qty 100","Hook",1,1,1.1,,,,,,18,1.1,,,"Hook","Carton",,,1.98,,,,,,,,,,,,,0.96,0.87
1800834,21400,"Hanging Hook CTN Qty 100","Hook",1,1,0.83,,,,,,18,0.83,,,"Hook","Carton",,,1.49,,,,,,,,,,,,,0.73,0.66
1800835,21431,"Hanging Hook CTN Qty 100","Hook",1,1,1.9,,,,,,18,1.9,,,"Hook","Carton",,,3.42,,,,,,,,,,,,,1.55,1.32
1800836,21610,"Tube Clip(Pair) – a3456 Frame CTN Qty 100
","Tube",,1,,,,,,,2.4,2.76,2.76,,"Tube","Carton",,,4.97,,,,,,,,,,,,,2.4,2.18
1800837,21715,"Cardboard Clamp-20mm CTN Qty 100","Clamp",1,1,4.17,,,,,,18,4.17,,,"Clamp","Carton",,,7.51,,,,,,,,,,,,,3.63,3.3
1800838,21725,"Pegboard Shopper Stopper CTN Qty 100","Accessories",1,1,2.3,,,,,,18,2.3,,,"Accessories","Carton",,,4.14,,,,,,,,,,,,,1.9,1.65
1800839,21750,"Vertical Base Support CTN Qty 100","Base",1,1,1.1,,,,,,18,1.1,,,"Base","Carton",,,1.98,,,,,,,,,,,,,0.96,0.87
1800840,21760,"Sloping Base Support CTN Qty 100","Base",1,1,1.1,,,,,,18,1.1,,,"Base","Carton",,,1.98,,,,,,,,,,,,,0.96,0.87
1800841,21880,"Swivel Clip CTN Qty 100","Clip",1,1,0.83,,,,,,18,0.83,,,"Clip","Carton",,,1.49,,,,,,,,,,,,,0.73,0.66
1800842,22040,"Triangular Hanger CTN Qty 100","Accessories",1,1,1.4,,,,,,18,1.4,,,"Accessories","Carton",,,2.52,,,,,,,,,,,,,1.15,0.99
1800843,22610,"'Tube Clip(Pair) - a12 Frame CTN Qty 20'","Tube",,1,1,,3.97,,,,18,3.97,,,"Tube","Carton",,,,7.15,,,,,,,,,,,,3.45,3.14
1800844,23010,"Straight Connector CTN Qty 100","Accessories",1,1,0.7,,,,,,18,0.7,,,"Accessories","Carton",,,1.26,,,,,,,,,,,,,0.55,0.45
1800845,23065,"Ice Stick CTN Qty 100","Accessories",1,1,2.3,,,,,,18,2.3,,,"Accessories","Carton",,,4.14,,,,,,,,,,,,,1.9,1.65
1800846,23100,"Klick Coil Spring CTN Qty 100","Accessories",1,1,0.83,,,,,,18,0.83,,,"Accessories","Carton",,,1.49,,,,,,,,,,,,,0.73,0.66
1800847,23130,"Klick Wall Clip - Screw CTN Qty 100","Screw",1,1,1.25,,,,,,18,1.25,,,"Screw","Carton",,,2.25,,,,,,,,,,,,,1.09,0.99
1800848,23131,"Klick Wall Clip - Adhesive CTN Qty 100","Clip",1,1,1.51,,,,,,18,1.51,,,"Clip","Carton",,,2.72,,,,,,,,,,,,,1.31,1.19
1800849,23140,"Hinged Adaptor CTN Qty 100","Hinge",1,1,2.8,,,,,,18,2.8,,,"Hinge","Carton",,,5.04,,,,,,,,,,,,,2.3,1.98
1800850,23150,"Adhesive Plate CTN Qty 100","Accessories",1,1,1.1,,,,,,18,1.1,,,"Accessories","Carton",,,1.98,,,,,,,,,,,,,0.9,0.77
1800851,23160,"Klick Shelf Clip CTN Qty 100","Clip",1,1,0.57,,,,,,18,0.57,,,"Clip","Carton",,,1.03,,,,,,,,,,,,,0.5,0.45
1800852,23220,"Vertical Magnet CTN Qty 100","Accessories",1,1,4,,,,,,18,4,,,"Accessories","Carton",,,7.2,,,,,,,,,,,,,3.3,2.86
1800853,23225,"Klick Magnetic Fastener CTN Qty 100","Fastener",1,1,3.97,,,,,,18,3.97,,,"Fastener","Carton",,,7.15,,,,,,,,,,,,,3.45,3.14
1800854,23300,"Klick Hook Clip CTN Qty 100","Hook",1,1,0.46,,,,,,18,0.46,,,"Hook","Carton",,,0.83,,,,,,,,,,,,,0.4,0.36
1800855,23310,"Klick Hook Clip CTN Qty 100","Hook",1,1,0.46,,,,,,18,0.46,,,"Hook","Carton",,,0.83,,,,,,,,,,,,,0.4,0.36
1800856,23320,"Klick Vertical Glass Clip CTN Qty 100","Clip",1,1,0.46,,,,,,18,0.46,,,"Clip","Carton",,,0.83,,,,,,,,,,,,,0.4,0.36
1800857,23330,"Klick Vert. Metal Clip CTN Qty 100","Clip",1,1,0.46,,,,,,18,0.46,,,"Clip","Carton",,,0.83,,,,,,,,,,,,,0.4,0.36
1800858,23460,"Square Tube Clip CTN Qty 100","Tube",1,1,1.3,,,,,,18,1.3,,,"Tube","Carton",,,2.34,,,,,,,,,,,,,1.05,0.88
1800859,23500,"Klick Tube Clip CTN Qty 100","Tube",1,1,0.75,,,,,,18,0.75,,,"Tube","Carton",,,1.35,,,,,,,,,,,,,0.65,0.59
1800860,23510,"Oval Tube Clip CTN Qty 200","Tube",1,1,0.7,,,,,,18,0.7,,,"Tube","Carton",,,1.26,,,,,,,,,,,,,0.55,0.44
1800861,23560,"Ticket Rail Clip CTN Qty 200","Clip",1,1,0.5,,,,,,18,0.5,,,"Clip","Carton",,,0.9,,,,,,,,,,,,,0.4,0.33
1800862,23600,"Klick Tego Shelf Clip CTN Qty 100","Clip",1,1,1.21,,,,,,18,1.21,,,"Clip","Carton",,,2.18,,,,,,,,,,,,,1.06,0.96
1800863,23610,"Klick Tego Shelf Clip CTN Qty 100","Clip",1,1,0.57,,,,,,18,0.57,,,"Clip","Carton",,,1.03,,,,,,,,,,,,,0.5,0.4
1800864,23661,"Data Strip Clip CTN Qty 200","Strip",1,1,0.7,,,,,,18,0.7,,,"Strip","Carton",,,1.26,,,,,,,,,,,,,0.55,0.44
1800865,23700,"Klick Suction Clip CTN Qty 100","Clip",1,1,3.02,,,,,,18,3.02,,,"Clip","Carton",,,5.44,,,,,,,,,,,,,2.63,2.39
1800866,23710,"Cardboad Clamp CTN Qty 200","Clamp",1,1,0.6,,,,,,18,0.6,,,"Clamp","Carton",,,1.08,,,,,,,,,,,,,2.05,1.76
1800867,23715,"Cardboad Clamp CTN Qty 200","Clamp",1,1,0.7,,,,,,18,0.7,,,"Clamp","Carton",,,1.26,,,,,,,,,,,,,0.55,0.44
1800868,23750,"Support Cliop CTN Qty 200","Accessories",1,1,0.47,,,,,,18,0.47,,,"Accessories","Carton",,,0.85,,,,,,,,,,,,,0.38,0.33
1800869,23780,"Klick Slatwall Clip CTN Qty 100","Clip",1,1,0.63,,,,,,18,0.63,,,"Clip","Carton",,,1.13,,,,,,,,,,,,,0.55,0.5
1800870,23810,"Tube Adaptor CTN Qty 200","Tube",1,1,0.8,,,,,,18,0.8,,,"Tube","Carton",,,1.44,,,,,,,,,,,,,0.8,0.66
1800871,23820,"Klick Stick Pin CTN Qty 100","Accessories",1,1,2.3,,,,,,18,2.3,,,"Accessories","Carton",,,4.14,,,,,,,,,,,,,2,1.82
1800872,23830,"Swivwl Pin Clip CTN Qty 200","Clip",1,1,0.98,,,,,,18,0.98,,,"Clip","Carton",,,1.76,,,,,,,,,,,,,0.8,0.68
1800873,23900,"Plastic Base CTN Qty 100","Base",1,1,2.4,,,,,,18,2.4,,,"Base","Carton",,,4.32,,,,,,,,,,,,,2,1.7
1800874,23905,"Klick Rods 50Mm Long CTN Qty 100","Rod",1,1,1.7,,,,,,18,1.7,,,"Rod","Carton",,,3.06,,,,,,,,,,,,,1.4,1.2
