"APE code","Barcode","Name","Product Type","Can be Sold","Can be Purchased","COST excl GST","AP Discount %","MARK UP%","Description","Invoicing Policy","Control Purchase Bills","Vendors/ID","Vendors/Price x 1 CTN","Routes/ID","Internal Category/ID","Purchase Unit of Measure/ID","Unit of Measure/ID","Attributes/Attribute/ID","Attributes/Value","SALE TOTAL P/S ex GST/DEL/Other","Length","Width (or OD)","Thickness (or ID)","Wall Thickness","Form","Color Code","Warranty","Customer Lead Time","Manufacturing Lead Time","Income Account","Expense Account","Price Difference Account","Vendors/Price 1 - 4 CTN","Vendors/Price 5+ CTN"
1800370,2242,"Single Panelconn CTN Qty 10","Panel",1,1,3.86,,,,,,18,3.86,,,"Panel","Carton",,,6.95,,,,,,,,,,,,,3.36,3.05
1800371,2243,"Double Panel Conn but See 2255 CTN Qty 10","Panel",1,1,5.86,,,,,,18,5.86,,,"Panel","Carton",,,10.55,,,,,,,,,,,,,5.09,4.63
1800372,2249,"Single Panel Conn CTN Qty 10","Panel",1,1,4,,,,,,18,4,,,"Panel","Carton",,,7.2,,,,,,,,,,,,,3.48,3.16
1800373,2250,"Shelf Support CTN Qty 10","Shelf",1,1,10.73,,,,,,18,10.73,,,"Shelf","Carton",,,19.31,,,,,,,,,,,,,9.33,8.48
1800374,2255,"Double Panel Conn CTN Qty 10","Panel",1,1,5.86,,,,,,18,5.86,,,"Panel","Carton",,,10.55,,,,,,,,,,,,,5.09,4.63
1800375,2256,"Rotating Joints Triple CTN Qty 10","Accessories",1,1,14.16,,,,,,18,14.16,,,"Accessories","Carton",,,25.49,,,,,,,,,,,,,12.31,11.19
1800376,2257,"Rotating Joints Double CTN Qty 10","Accessories",1,1,9.44,,,,,,18,9.44,,,"Accessories","Carton",,,16.99,,,,,,,,,,,,,8.21,7.46
1800377,2259,"Expanding Socket CTN Qty 10","Accessories",1,1,3.86,,,,,,18,3.86,,,"Accessories","Carton",,,6.95,,,,,,,,,,,,,3.36,3.05
1800378,2260,"Front Sh Supp Horizont CTN Qty 10","Accessories",1,1,14.16,,,,,,18,14.16,,,"Accessories","Carton",,,25.49,,,,,,,,,,,,,12.31,11.19
1800379,2261,"Front Sh Supp 30deg Down CTN Qty 10","Accessories",1,1,14.16,,,,,,18,14.16,,,"Accessories","Carton",,,25.49,,,,,,,,,,,,,12.31,11.19
1800380,2262,"Front Sh Supp 60deg Down CTN Qty 10","Accessories",1,1,14.16,,,,,,18,14.16,,,"Accessories","Carton",,,25.49,,,,,,,,,,,,,12.31,11.19
1800381,2263,"Clampon Sh Support CTN Qty 10","Clamp",1,1,12.57,,,,,,18,12.57,,,"Clamp","Carton",,,22.63,,,,,,,,,,,,,10.93,9.94
1800382,2264,"Clampon Sh Support Doub CTN Qty 10","Clamp",1,1,19.58,,,,,,18,19.58,,,"Clamp","Carton",,,35.24,,,,,,,,,,,,,17.03,15.48
1800383,2270,"135 Deg. Bent Tube-200 x 200mm CTN Qty 10","Tube",1,1,7.01,,,,,,18,7.01,,,"Tube","Carton",,,12.62,,,,,,,,,,,,,6.09,5.54
1800384,2271,"2 Bend Tube 90 Deg.-300 x 300mm CTN Qty 10","Tube",1,1,8.15,,,,,,18,8.15,,,"Tube","Carton",,,14.67,,,,,,,,,,,,,7.08,6.44
1800385,2272,"3 Bend Tube 180 Deg.- 540x300 CTN Qty 10","Tube",1,1,14.16,,,,,,18,14.16,,,"Tube","Carton",,,25.49,,,,,,,,,,,,,12.31,11.19
1800386,2273,"3 Bend Tube 180 Deg. - 940x300 CTN Qty 10","Tube",1,1,17.87,,,,,,18,17.87,,,"Tube","Carton",,,32.17,,,,,,,,,,,,,15.54,14.13
1800387,2274,"4 Bend Tube 180deg- 540x300 CTN Qty 10","Tube",1,1,16.29,,,,,,18,16.29,,,"Tube","Carton",,,29.32,,,,,,,,,,,,,14.17,12.88
1800388,2275,"4 Bend Tube 180deg- 940x300 CTN Qty 10","Tube",1,1,19.58,,,,,,18,19.58,,,"Tube","Carton",,,35.24,,,,,,,,,,,,,17.03,15.48
1800389,2276,"Inclined Angle Tube-540 x 370mm CTN Qty 10","Tube",1,1,16.72,,,,,,18,16.72,,,"Tube","Carton",,,30.1,,,,,,,,,,,,,14.54,13.22
1800390,2278,"Hinged Double Panel Conn CTN Qty 10","Panel",1,1,7.29,,,,,,18,7.29,,,"Panel","Carton",,,13.12,,,,,,,,,,,,,6.34,5.76
1800391,2280,"Shelf Clamp Single CTN Qty 10","Clamp",1,1,7.29,,,,,,18,7.29,,,"Clamp","Carton",,,13.12,,,,,,,,,,,,,6.34,5.76
1800392,2281,"Shelf Clamp Double CTN Qty 10","Bracket",1,1,9.3,,,,,,18,9.3,,,"Bracket","Carton",,,16.74,,,,,,,,,,,,,8.09,7.35
1800393,2314,"Primo 25x25 Crom.Wall Tube - Pr CTN Qty 10","Tube",1,1,20.06,,,,,,18,20.06,,,"Tube","Carton",,,36.11,,,,,,,,,,,,,17.45,15.86
1800394,2315,"Primo Wall Brkt - Set Of 4 CTN Qty 10","Accessories",1,1,18.51,,,,,,18,18.51,,,"Accessories","Carton",,,33.32,,,,,,,,,,,,,16.09,14.63
1800395,2316,"'Primo ''l'' Foot w/ Leveller CTN Qty 10'","Accessories",1,1,26.65,,,,,,18,26.65,,,"Accessories","Carton",,,47.97,,,,,,,,,,,,,23.18,21.07
1800396,2317,"'Primo ''t'' Foot w/ Leveller CTN Qty 10'","Accessories",1,1,28.99,,,,,,18,28.99,,,"Accessories","Carton",,,52.18,,,,,,,,,,,,,25.21,22.92
1800397,2318,"'Primo ''Cross'' Foot w/ Leveller CTN Qty 10'","Accessories",1,1,31.32,,,,,,18,31.32,,,"Accessories","Carton",,,56.38,,,,,,,,,,,,,27.24,24.76
1800398,2319,"'Primo ''l'' Foot For Caster CTN Qty 10'","Accessories",1,1,19.16,,,,,,18,19.16,,,"Accessories","Carton",,,34.49,,,,,,,,,,,,,16.67,15.15
1800399,2320,"'Primo ''t'' Foot For Caster CTN Qty 10'","Accessories",1,1,21.51,,,,,,18,21.51,,,"Accessories","Carton",,,38.72,,,,,,,,,,,,,18.7,17
1800400,2323,"Primo l.605 Hanging Bar - Crom. CTN Qty 10","Accessories",1,1,21.09,,,,,,18,21.09,,,"Accessories","Carton",,,37.96,,,,,,,,,,,,,18.34,16.67
1800401,2325,"Primo l.250 d/s Faceout Crom CTN Qty 10","Accessories",1,1,31.63,,,,,,18,31.63,,,"Accessories","Carton",,,56.93,,,,,,,,,,,,,27.5,25
1800402,2326,"Primo 905x328 Cent. Hang Bar CTN Qty 10","Accessories",1,1,53.75,,,,,,18,53.75,,,"Accessories","Carton",,,96.75,,,,,,,,,,,,,46.74,42.49
1800403,2328,"Primo 905x653 Cent. Hang Bar CTN Qty 10","Accessories",1,1,66.35,,,,,,18,66.35,,,"Accessories","Carton",,,119.43,,,,,,,,,,,,,57.7,52.45
1800404,2355,"'Primo l90x90 ''l'' Brkt CTN Qty 10'","Accessories",1,1,16.84,,,,,,18,16.84,,,"Accessories","Carton",,,30.31,,,,,,,,,,,,,14.64,13.31
1800405,2356,"'Primo l155x90 ''t'' Brkt CTN Qty 10'","Accessories",1,1,19.16,,,,,,18,19.16,,,"Accessories","Carton",,,34.49,,,,,,,,,,,,,16.67,15.15
1800406,2357,"Primo l155x155 Cross Brkt CTN Qty 10","Accessories",1,1,21.51,,,,,,18,21.51,,,"Accessories","Carton",,,38.72,,,,,,,,,,,,,18.7,17
1800407,2362,"Primo 1193x630 Cent. Hang Bar CTN Qty 10","Accessories",1,1,57.34,,,,,,18,57.34,,,"Accessories","Carton",,,103.21,,,,,,,,,,,,,49.86,45.33
1800408,2363,"Primo Set Of 4 Shelf Brkts CTN Qty 10","Bracket",1,1,35.07,,,,,,18,35.07,,,"Bracket","Carton",,,63.13,,,,,,,,,,,,,30.49,27.72
1800409,2364,"Primo l.180 Shelf Brkt - Pair CTN Qty 10","Bracket",1,1,22.44,,,,,,18,22.44,,,"Bracket","Carton",,,40.39,,,,,,,,,,,,,19.51,17.74
1800410,2372,"Primo System 25x25 Joining Fitting CTN Qty 10","Fitting",1,1,3.59,,,,,,18,3.59,,,"Fitting","Carton",,,6.46,,,,,,,,,,,,,3.12,2.84
1800411,2401,"Uno System - 2 Way Clamp CTN Qty 10","Clamp",1,1,3.85,,,,,,18,3.85,,,"Clamp","Carton",,,6.93,,,,,,,,,,,,,3.34,3.04
1800412,2403,"Uno System - 4 Way Straight Clamp CTN Qty 10","Clamp",1,1,6.22,,,,,,18,6.22,,,"Clamp","Carton",,,11.2,,,,,,,,,,,,,5.41,4.92
1800413,2404,"Uno System - 4 Way Corner Clamp CTN Qty 10","Clamp",1,1,6.41,,,,,,18,6.41,,,"Clamp","Carton",,,11.54,,,,,,,,,,,,,5.58,5.07
1800414,2405,"Uno System - Parallel Triple Clamp CTN Qty 10","Clamp",1,1,6.34,,,,,,18,6.34,,,"Clamp","Carton",,,11.41,,,,,,,,,,,,,5.51,5.01
1800415,2407,"'Uno System - 5 Way ''t'' Clamp CTN Qty 10'","Clamp",1,1,8.06,,,,,,18,8.06,,,"Clamp","Carton",,,14.51,,,,,,,,,,,,,7.01,6.37
1800416,2415,"Uno System - 4 Way Hinged Corner CTN Qty 10","Accessories",1,1,8.18,,,,,,18,8.18,,,"Accessories","Carton",,,14.72,,,,,,,,,,,,,7.12,6.47
1800417,2416,"Uno System - Parallel Panel Clamp CTN Qty 10","Clamp",1,1,3.85,,,,,,18,3.85,,,"Clamp","Carton",,,6.93,,,,,,,,,,,,,3.34,3.04
1800418,2418,"Uno System Screw Cover Cap CTN Qty 100","Screw",1,1,0.49,,,,,,18,0.49,,,"Screw","Carton",,,0.88,,,,,,,,,,,,,0.43,0.39
1800419,2425,"Uno System - Sing. Shlf. Supp. - Round CTN Qty 10","Support",1,1,4.29,,,,,,18,4.29,,,"Support","Carton",,,7.72,,,,,,,,,,,,,3.73,3.39
1800420,2426,"Uno System - 3 Way Heavy Clamp CTN Qty 10","Clamp",1,1,5.4,,,,,,18,5.4,,,"Clamp","Carton",,,9.72,,,,,,,,,,,,,4.7,4.27
1800421,2427,"Uno System - 4 Way Hinged Hd. Clamp CTN Qty 10","Clamp",1,1,9.53,,,,,,18,9.53,,,"Clamp","Carton",,,17.15,,,,,,,,,,,,,8.28,7.53
1800422,2428,"'Uno System - 5 Way Hd. ''t'' Clamp CTN Qty 10'","Clamp",1,1,11.9,,,,,,18,11.9,,,"Clamp","Carton",,,21.42,,,,,,,,,,,,,10.35,9.41
1800423,2429,"Uno System - 6 Way Hd. Clamp CTN Qty 10","Clamp",1,1,14.57,,,,,,18,14.57,,,"Clamp","Carton",,,26.23,,,,,,,,,,,,,12.67,11.52
1800424,2430,"Uno System - Sing. Shlf. Supp. - Square CTN Qty 10","Support",1,1,5.65,,,,,,18,5.65,,,"Support","Carton",,,10.17,,,,,,,,,,,,,4.92,4.47
1800425,2431,"Uno System - Dbl. Shlf. Supp. - Square CTN Qty 10","Support",1,1,6.69,,,,,,18,6.69,,,"Support","Carton",,,12.04,,,,,,,,,,,,,5.82,5.29
1800426,2511,"Tritix Cube Joint CTN Qty 6","Accessories",1,1,115.7,,,,,,18,115.7,,,"Accessories","Carton",,,208.26,,,,,,,,,,,,,100.61,91.46
1800427,2512,"Tritix Socket Spiggot CTN Qty 10","Accessories",1,1,1.28,,,,,,18,1.28,,,"Accessories","Carton",,,2.3,,,,,,,,,,,,,1.11,1.01
1800428,2513,"Tritix Joiner - Use 2259 CTN Qty 10","Accessories",1,1,3.86,,,,,,18,3.86,,,"Accessories","Carton",,,6.95,,,,,,,,,,,,,3.36,3.05
1800429,4472,"Signage Extrusion CTN Qty 20","Accessories",1,1,7.77,,,,,,18,7.77,,,"Accessories","Carton",,,13.99,,,,,,,,,,,,,5.98,5.2
1800430,5034,"Boot Clip CTN Qty 100","Clip",1,1,1.53,,,,,,18,1.53,,,"Clip","Carton",,,2.75,,,,,,,,,,,,,1.18,1.02
1800431,5037,"Pls.Clamp s/Hldr CTN Qty 100","Clamp",1,1,1.85,,,,,,18,1.85,,,"Clamp","Carton",,,3.33,,,,,,,,,,,,,1.42,1.24
1800432,5056,"Castor w/Thrd - 5/16 CTN Qty 200","Accessories",1,1,1.85,,,,,,18,1.85,,,"Accessories","Carton",,,3.33,,,,,,,,,,,,,1.42,1.24
1800433,5057,"Castor w/Thread - 3/8 CTN Qty 200","Accessories",1,1,2.1,,,,,,18,2.1,,,"Accessories","Carton",,,3.78,,,,,,,,,,,,,1.61,1.4
1800434,5058,"Castor w/Thrd-Brk - 5/16 CTN Qty 200","Accessories",1,1,3.08,,,,,,18,3.08,,,"Accessories","Carton",,,5.54,,,,,,,,,,,,,2.37,2.06
1800435,5059,"Castor w/Thread Brk - 3/8 CTN Qty 200","Accessories",1,1,3.45,,,,,,18,3.45,,,"Accessories","Carton",,,6.21,,,,,,,,,,,,,2.66,2.31
1800436,5560,"Castors-75mm Plain CTN Qty 50","Accessories",1,1,4.81,,,,,,18,4.81,,,"Accessories","Carton",,,8.66,,,,,,,,,,,,,3.7,3.22
1800437,7002,"Small Hinge CTN Qty 200","Hinge",1,1,0.9,,,,,,18,0.9,,,"Hinge","Carton",,,1.62,,,,,,,,,,,,,0.64,0.58
1800438,7004,"300mm Spring Hinge CTN Qty 100","Hinge",1,1,4.8,,,,,,18,4.8,,,"Hinge","Carton",,,8.64,,,,,,,,,,,,,3.8,3.35
1800439,7005,"Acryl Hinge w/Spring CTN Qty 200","Hinge",1,1,1.75,,,,,,18,1.75,,,"Hinge","Carton",,,3.15,,,,,,,,,,,,,1.2,1.05
1800440,7006,"150mm Spring Hinge CTN Qty 100","Hinge",1,1,3.45,,,,,,18,3.45,,,"Hinge","Carton",,,6.21,,,,,,,,,,,,,2.65,2.3
1800441,7007,"150mm Piano Hinge CTN Qty 100","Hinge",1,1,2.55,,,,,,18,2.55,,,"Hinge","Carton",,,4.59,,,,,,,,,,,,,1.95,1.7
1800442,7010,"300mm Piano Hinge CTN Qty 100","Hinge",1,1,4.35,,,,,,18,4.35,,,"Hinge","Carton",,,7.83,,,,,,,,,,,,,3.25,2.8
1800443,7012,"Flex-Lite-1220mm CTN Qty 25","Accessories",1,1,19.45,,,,,,18,19.45,,,"Accessories","Carton",,,35.01,,,,,,,,,,,,,14.95,13
1800444,7020,"p/Wall Snap-On Clip - 4-6mm Thk CTN Qty 200","Clip",1,1,1.1,,,,,,18,1.1,,,"Clip","Carton",,,1.98,,,,,,,,,,,,,0.9,0.8
1800445,7021,"Acryl Knob CTN Qty 100","Accessories",1,1,1.2,,,,,,18,1.2,,,"Accessories","Carton",,,2.16,,,,,,,,,,,,,0.9,0.75
1800446,7022,"Acryl Pul Small CTN Qty 100","Accessories",1,1,1.55,,,,,,18,1.55,,,"Accessories","Carton",,,2.79,,,,,,,,,,,,,1.2,1.05
1800447,7023,"Acryl Pul Med CTN Qty 100","Accessories",1,1,1.85,,,,,,18,1.85,,,"Accessories","Carton",,,3.33,,,,,,,,,,,,,1.4,1.22
1800448,7024,"Acryl Pul Large CTN Qty 100","Accessories",1,1,2.05,,,,,,18,2.05,,,"Accessories","Carton",,,3.69,,,,,,,,,,,,,1.6,1.35
1800449,7025,"Peg Board Attach CTN Qty 200","Board",1,1,0.65,,,,,,18,0.65,,,"Board","Carton",,,1.17,,,,,,,,,,,,,0.48,0.4
1800450,7026,"Plank Wall Attach CTN Qty 200","Accessories",1,1,0.38,,,,,,18,0.38,,,"Accessories","Carton",,,0.68,,,,,,,,,,,,,0.29,0.25
1800451,7027,"Handle Bar-600 CTN Qty 40","Accessories",1,1,5.6,,,,,,18,5.6,,,"Accessories","Carton",,,10.08,,,,,,,,,,,,,4.25,3.75
1800452,7028,"Mini Cam Lock CTN Qty 50","Accessories",1,1,4.5,,,,,,18,4.5,,,"Accessories","Carton",,,8.1,,,,,,,,,,,,,3.5,3.05
1800453,7029,"Mini Padlock CTN Qty 50","Accessories",1,1,2.25,,,,,,18,2.25,,,"Accessories","Carton",,,4.05,,,,,,,,,,,,,1.7,1.5
1800454,7030,"Hasp CTN Qty 100","Accessories",1,1,2.5,,,,,,18,2.5,,,"Accessories","Carton",,,4.5,,,,,,,,,,,,,1.9,1.65
1800455,7031,"Sup Hng 2-Ac CTN Qty 30","Accessories",1,1,15,,,,,,18,15,,,"Accessories","Carton",,,27,,,,,,,,,,,,,12.5,10
1800456,7032,"Door Catch CTN Qty 100","Accessories",1,1,0.95,,,,,,18,0.95,,,"Accessories","Carton",,,1.71,,,,,,,,,,,,,0.7,0.6
1800457,7033,"Small Magnetic Catch CTN Qty 100","Accessories",1,1,1.75,,,,,,18,1.75,,,"Accessories","Carton",,,3.15,,,,,,,,,,,,,1.35,1.15
1800458,7034,"Large Magnetic Catch CTN Qty 100","Accessories",1,1,2.5,,,,,,18,2.5,,,"Accessories","Carton",,,4.5,,,,,,,,,,,,,1.9,1.65
1800459,7036,"Sup Hng 3-Ac CTN Qty 65","Accessories",1,1,23.2,,,,,,18,23.2,,,"Accessories","Carton",,,41.76,,,,,,,,,,,,,20,16
1800460,7040,"Keyhole Small CTN Qty 200","Accessories",1,1,0.59,,,,,,18,0.59,,,"Accessories","Carton",,,1.06,,,,,,,,,,,,,0.46,0.4
1800461,7041,"Keyhole Large CTN Qty 200","Accessories",1,1,0.72,,,,,,18,0.72,,,"Accessories","Carton",,,1.3,,,,,,,,,,,,,0.58,0.5
1800462,7042,"Wall Hanger CTN Qty 200","Accessories",1,1,0.9,,,,,,18,0.9,,,"Accessories","Carton",,,1.62,,,,,,,,,,,,,0.69,0.6
1800463,7043,"Open Keyhole CTN Qty 200","Accessories",1,1,0.57,,,,,,18,0.57,,,"Accessories","Carton",,,1.03,,,,,,,,,,,,,0.44,0.38
1800464,7044,"Mini-Hasp/ Pr CTN Qty 200","Accessories",1,1,1.87,,,,,,18,1.87,,,"Accessories","Carton",,,3.37,,,,,,,,,,,,,1.44,1.25
1800465,7045,"Sup h Hinge 4.5mm CTN Qty 50","Accessories",1,1,24.5,,,,,,18,24.5,,,"Accessories","Carton",,,44.1,,,,,,,,,,,,,18.5,16.1
1800466,7046,"Sup h Hinge 6mm CTN Qty 50","Accessories",1,1,26.27,,,,,,18,26.27,,,"Accessories","Carton",,,47.29,,,,,,,,,,,,,20.21,17.57
1800467,7047,"Reinforce 80 CTN Qty 1000","Accessories",1,1,0.22,,,,,,18,0.22,,,"Accessories","Carton",,,0.4,,,,,,,,,,,,,0.17,0.15
1800468,7048,"Reinforce 45 CTN Qty 1000","Accessories",1,1,0.2,,,,,,18,0.2,,,"Accessories","Carton",,,0.36,,,,,,,,,,,,,0.15,0.13
1800469,7049,"Reinforce 45 Sing CTN Qty 1000","Accessories",1,1,0.2,,,,,,18,0.2,,,"Accessories","Carton",,,0.36,,,,,,,,,,,,,0.15,0.13
1800470,7051,"Brillianize 4l CTN Qty 12","Accessories",1,1,24.67,,,,,,18,24.67,,,"Accessories","Carton",,,44.41,,,,,,,,,,,,,18.98,16.5
1800471,7052,"Brillianize 250ml CTN Qty 24","Accessories",1,1,4.93,,,,,,18,4.93,,,"Accessories","Carton",,,8.87,,,,,,,,,,,,,3.8,3.3
1800472,7053,"Gloves Mens-Per Doz CTN Qty 6","Accessories",1,1,19.61,,,,,,18,19.61,,,"Accessories","Carton",,,35.3,,,,,,,,,,,,,15.09,13.12
1800473,7054,"Gloves Ladies-Per d0z CTN Qty 6","Accessories",1,1,19.61,,,,,,18,19.61,,,"Accessories","Carton",,,35.3,,,,,,,,,,,,,15.09,13.12
1800474,7055,"Flannel Cloth CTN Qty 25","Accessories",1,1,4.2,,,,,,18,4.2,,,"Accessories","Carton",,,7.56,,,,,,,,,,,,,3.25,2.8
1800475,7056,"Magnetic Button CTN Qty 100","Accessories",1,1,2.3,,,,,,18,2.3,,,"Accessories","Carton",,,4.14,,,,,,,,,,,,,1.85,1.6
1800476,7059,"Split Micro Cloth - Lt. Blue CTN Qty 25","Accessories",1,1,3.95,,,,,,18,3.95,,,"Accessories","Carton",,,7.11,,,,,,,,,,,,,3.04,2.64
1800477,7060,"Bumpon Small CTN Qty 54","Accessories",1,1,0.1,,,,,,18,0.1,,,"Accessories","Carton",,,0.18,,,,,,,,,,,,,0.06,0.05
1800478,7061,"Bumpon Large CTN Qty 50","Accessories",1,1,0.18,,,,,,18,0.18,,,"Accessories","Carton",,,0.32,,,,,,,,,,,,,0.1,0.09
1800479,7062,"Bumpon Flat CTN Qty 50","Accessories",1,1,0.18,,,,,,18,0.18,,,"Accessories","Carton",,,0.32,,,,,,,,,,,,,0.1,0.09
1800480,7064,"Micro Gloss 55Ml CTN Qty 25","Accessories",1,1,9.6,,,,,,18,9.6,,,"Accessories","Carton",,,17.28,,,,,,,,,,,,,7.5,6.5
1800481,7065,"Micro Gloss 225Ml CTN Qty 12","Accessories",1,1,21.5,,,,,,18,21.5,,,"Accessories","Carton",,,38.7,,,,,,,,,,,,,16.5,14.4
1800482,7066,"Micro Gloss 4.5L CTN Qty 4","Accessories",1,1,239,,,,,,18,239,,,"Accessories","Carton",,,430.2,,,,,,,,,,,,,184.3,160.3
1800483,7067,"Polish Mate Cloth CTN Qty 25","Accessories",1,1,1.26,,,,,,18,1.26,,,"Accessories","Carton",,,2.27,,,,,,,,,,,,,0.97,0.84
1800484,7070,"20ga Needle Ea CTN Qty 20","Accessories",1,1,0.89,,,,,,18,0.89,,,"Accessories","Carton",,,1.6,,,,,,,,,,,,,0.68,0.59
1800485,7071,"23ga Needle Ea CTN Qty 20","Accessories",1,1,0.89,,,,,,18,0.89,,,"Accessories","Carton",,,1.6,,,,,,,,,,,,,0.68,0.59
1800486,7072,"25ga Needle Ea CTN Qty 20","Accessories",1,1,0.89,,,,,,18,0.89,,,"Accessories","Carton",,,1.6,,,,,,,,,,,,,0.68,0.59
1800487,7073,"16ga Needle Ea CTN Qty 20","Accessories",1,1,0.89,,,,,,18,0.89,,,"Accessories","Carton",,,1.6,,,,,,,,,,,,,0.68,0.59
1800488,7074,"Micro Gloss 5  55Ml CTN Qty 25","Accessories",1,1,9.6,,,,,,18,9.6,,,"Accessories","Carton",,,17.28,,,,,,,,,,,,,7.5,6.5
1800489,7075,"Micro Gloss 5  225Ml CTN Qty 12","Accessories",1,1,21.5,,,,,,18,21.5,,,"Accessories","Carton",,,38.7,,,,,,,,,,,,,16.5,14.4
1800490,7076,"Micro Gloss 5  4.5 L CTN Qty 4","Accessories",1,1,239,,,,,,18,239,,,"Accessories","Carton",,,430.2,,,,,,,,,,,,,184.3,160.3
1800491,7077,"27 Ga Needle Ea CTN Qty 20","Accessories",1,1,0.89,,,,,,18,0.89,,,"Accessories","Carton",,,1.6,,,,,,,,,,,,,0.68,0.59
1800492,7080,"Funnel CTN Qty 20","Accessories",1,1,2.71,,,,,,18,2.71,,,"Accessories","Carton",,,4.88,,,,,,,,,,,,,2.09,1.82
1800493,7081,"Witch Hat Applicator CTN Qty 10","Accessories",1,1,1.23,,,,,,18,1.23,,,"Accessories","Carton",,,2.21,,,,,,,,,,,,,0.95,0.83
1800494,7083,"Micro Finish 55 Ml CTN Qty 25","Accessories",1,1,4.8,,,,,,18,4.8,,,"Accessories","Carton",,,8.64,,,,,,,,,,,,,3.75,3.25
1800495,7084,"55ml Bottle w/Lid CTN Qty 10","Accessories",1,1,4.44,,,,,,18,4.44,,,"Accessories","Carton",,,7.99,,,,,,,,,,,,,3.42,2.97
1800496,7085,"Micro Finish 225 Ml CTN Qty 12","Accessories",1,1,18.5,,,,,,18,18.5,,,"Accessories","Carton",,,33.3,,,,,,,,,,,,,14.25,12.4
1800497,7086,"Micro Finish 4.5 Litre CTN Qty 4","Accessories",1,1,91.2,,,,,,18,91.2,,,"Accessories","Carton",,,164.16,,,,,,,,,,,,,70.2,61
1800498,7087,"Anti Static Cream 55Ml CTN Qty 25","Accessories",1,1,7.4,,,,,,18,7.4,,,"Accessories","Carton",,,13.32,,,,,,,,,,,,,5.7,4.95
1800499,7088,"Anti Static Cream 225Ml CTN Qty 12","Accessories",1,1,20.6,,,,,,18,20.6,,,"Accessories","Carton",,,37.08,,,,,,,,,,,,,15.85,13.8
1800500,7089,"Anti Static Cream 4.5 Litre CTN Qty 4","Accessories",1,1,198.5,,,,,,18,198.5,,,"Accessories","Carton",,,357.3,,,,,,,,,,,,,152.75,132.7
1800501,7094,"30 Ml Syringe CTN Qty 10","Accessories",1,1,4.44,,,,,,18,4.44,,,"Accessories","Carton",,,7.99,,,,,,,,,,,,,3.42,2.97
1800502,7101,"25X3 Round Hook CTN Qty 1000","Hook",1,1,0.16,,,,,,18,0.16,,,"Hook","Carton",,,0.29,,,,,,,,,,,,,0.1,0.08
1800503,7102,"38X3 Round Hook CTN Qty 1000","Hook",1,1,0.2,,,,,,18,0.2,,,"Hook","Carton",,,0.36,,,,,,,,,,,,,0.13,0.1
1800504,7103,"50X3 Round Hook CTN Qty 1000","Hook",1,1,0.23,,,,,,18,0.23,,,"Hook","Carton",,,0.41,,,,,,,,,,,,,0.16,0.12
1800505,7104,"38X6 Flat Hook CTN Qty 1000","Hook",1,1,0.2,,,,,,18,0.2,,,"Hook","Carton",,,0.36,,,,,,,,,,,,,0.13,0.1
1800506,7105,"50X6 Flat Hook CTN Qty 1000","Hook",1,1,0.47,,,,,,18,0.47,,,"Hook","Carton",,,0.85,,,,,,,,,,,,,0.31,0.24
1800507,7106,"63X10 Flat Hook CTN Qty 1000","Hook",1,1,0.47,,,,,,18,0.47,,,"Hook","Carton",,,0.85,,,,,,,,,,,,,0.31,0.24
1800508,7107,"76 X 10 Flat Hook CTN Qty 1000","Hook",1,1,0.47,,,,,,18,0.47,,,"Hook","Carton",,,0.85,,,,,,,,,,,,,0.31,0.24
1800509,7108,"50 X 10 Flat Hook CTN Qty 1000","Hook",1,1,0.47,,,,,,18,0.47,,,"Hook","Carton",,,0.85,,,,,,,,,,,,,0.31,0.24
1800510,7109,"38 j Bar Hook CTN Qty 1000","Hook",1,1,0.51,,,,,,18,0.51,,,"Hook","Carton",,,0.92,,,,,,,,,,,,,0.34,0.26
1800511,7111,"Ribbed Hook 10 X 25 CTN Qty 1000","Hook",1,1,0.2,,,,,,18,0.2,,,"Hook","Carton",,,0.36,,,,,,,,,,,,,0.13,0.1
1800512,7113,"Ribbed Hook 10 X 50 CTN Qty 1000","Hook",1,1,0.27,,,,,,18,0.27,,,"Hook","Carton",,,0.49,,,,,,,,,,,,,0.18,0.14
1800513,7114,"Ribbed Hook 10 X 76 CTN Qty 1000","Hook",1,1,0.39,,,,,,18,0.39,,,"Hook","Carton",,,0.7,,,,,,,,,,,,,0.26,0.2
1800514,7116,"Hook Hldr-3x25 CTN Qty 1000","Hook",1,1,0.35,,,,,,18,0.35,,,"Hook","Carton",,,0.63,,,,,,,,,,,,,0.23,0.18
1800515,7117,"'Hook Hldr-3x3850 CTN Qty 1000'","Hook",1,1,,0.35,,,,,18,0.35,,,"Hook","Carton",,,0.63,,,,,,,,,,,,,0.23,0.18
1800516,7118,"Hook Hldr-6w CTN Qty 1000","Hook",1,1,0.35,,,,,,18,0.35,,,"Hook","Carton",,,0.63,,,,,,,,,,,,,0.23,0.18
1800517,7119,"Hook Hldr-10w CTN Qty 1000","Hook",1,1,0.35,,,,,,18,0.35,,,"Hook","Carton",,,0.63,,,,,,,,,,,,,0.23,0.18
1800518,7130,"Bus Car Attach CTN Qty 100","Accessories",1,1,1.11,,,,,,18,1.11,,,"Accessories","Carton",,,2,,,,,,,,,,,,,0.85,0.74
1800519,7131,"Dl Attach CTN Qty 25","Accessories",1,1,2.84,,,,,,18,2.84,,,"Accessories","Carton",,,5.11,,,,,,,,,,,,,2.18,1.9
